chrom	start	end	region	coverage	sample	aggregation_time
MN908947.3	10362	10763	nCoV-2019_35	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	7659	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	3479	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	44	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	0	SAMPLE_21	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	9249	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	6770	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	0	SAMPLE_22	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	1011	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	2398	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	1781	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	1793	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	1406	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	1520	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	2851	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	2351	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	2755	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	3633	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	2312	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	1283	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	2466	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	5667	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	4437	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	2693	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	1454	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	4098	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	3499	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	2028	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	6835	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	3273	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	1581	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	3542	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	4513	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	2852	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	2994	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	2293	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	2822	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	3286	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	6204	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	5936	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	2979	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	2718	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	3035	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	4245	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	5042	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	6075	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	3344	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	2751	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	3700	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	3932	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	3058	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	9679	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	4133	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	3497	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	2867	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	2078	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	3217	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	1397	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	2803	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	2581	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	3830	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	3148	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	2571	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	4239	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	4954	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	2420	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	2312	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	3196	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	3500	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	3750	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	2473	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	45	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	2503	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	943	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	948	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	3223	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	3160	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	418	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	2273	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	2134	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	1434	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	341	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	1717	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1889	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	3037	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	1886	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	1486	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	2311	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	1830	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	3452	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	4023	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	1594	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	4568	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	2487	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	2959	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	2353	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	3374	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	2157	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	805	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	1800	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	2381	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	2732	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	2493	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	2997	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	3175	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	2652	SAMPLE_24	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	2035	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	6000	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	2422	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	121	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	7598	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	0	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	5049	SAMPLE_19	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	0	SAMPLE_19	2026-05-21 19:31:50
