id	taxonomy	Kingdom	Phylum	W	clr
45c93440cb5fa8659dd4cf3c9182ad21	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1688	145.21809850887888
45de2e6c716d62e8dbed26ed9dccdc5f	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1637	606.7970485706988
45f98af21a999466d06cb30938e0465c	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1653	564.1085423282368
45ffedadc43d8030c7f8a405ca9ab0db	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2052	308.01875546880495
4608fae4bbc9964cdd17af8782f2155e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	97	16.638729585315716
462a6069bc5750f2989889ed64e84e41	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1585	211.64099770230405
462ba34fb70bcaf21c13f072311ced43	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1815	258.6917915282455
463448be7fe6ae1e5a096e746e6974c5	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2009	231.2527040499211
463fd7d87b0ddd0b6baf70ce9e582601	Bacteria;Proteobacteria	Bacteria	Proteobacteria	0	0.8239904780028778
467d51e62c0328f3a04294193f3b463d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2016	1551.0733822830978
468c880375a92edfc0fdf95c2c078160	Bacteria;Armatimonadetes	Bacteria	Armatimonadetes	1617	519.9371177208612
468dc5534c50832cd6741b32821615a8	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1760	185.04050041373017
46b98c5a7785fc5f7644a757ad57181f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2093	2587.941016970772
46c7004979d35d305e2be355ead40800	Bacteria;Proteobacteria	Bacteria	Proteobacteria	720	18.787007809275178
46cf60e0b01163efa09cb3f9be29ccaa	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1656	848.1771495214355
47037f37ecc83de8ea5b017fda49c8f8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1683	68.30502925526666
471e451b8ecfc4ce0eaab9f275020874	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2111	2385.8706239837556
471e9ff7b293d4ccb7a214c3cf0f66bb	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1962	852.3556284461631
4746c2d7aeba6b3d8b22dd46df1da8f2	Archaea;Woesearchaeota	Archaea	Woesearchaeota	2030	434.460260485708
475a42e1560fc9d1a8cee0b333c78d86	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1868	211.55442870824712
47a9d10e32ffbceb163e240b65825d7e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2529	288.00957780426626
47ac5ca58a00fc3761fd3358993649ef	Bacteria;Acidobacteria	Bacteria	Acidobacteria	31	13.22685608744621
47cf328b190a6417750fe13942eef2e0	Bacteria;Aminicenantes	Bacteria	Aminicenantes	1671	212.0613128026434
47d00c4ef4f2bfd77f58fa8d6f6b7120	Bacteria;Firmicutes	Bacteria	Firmicutes	2060	307.9379634353946
47f2617de53ce85d035fd4d1cc587272	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	734	26.96193517310709
47f280a62d3cbe2edbfada40370a17d4	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1829	47.5351084511464
4804669ff00c7ec682696fdd03d60923	Bacteria;Proteobacteria	Bacteria	Proteobacteria	333	16.10494742485851
483cc8ace882ea994d151f921d364bb4	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1401	47.37174233867978
485a79d5bc8ae459b1a2bfe7047f56b5	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1871	516.0019197540321
4866cacd1d074566d9be1a10af64a7d2	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1891	78.27924422773984
4870859dcfb961dab8ac294550c2ca6c	Bacteria;Firmicutes	Bacteria	Firmicutes	2277	213.495410657183
48a2fef2d869ef51bd9c82f5017c72dd	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1890	735.7376754309616
48ad0291cc4d51b975ef441698a47ad6	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1660	155.55946134121325
48b75c6714ea8803c0482bdf6e06598b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1941	1483.9976709619966
48cfa59632961313466dfcfd6a0e4bd0	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2226	8377.73008609579
48f0a653fa8e48e71ceb6f5fa56a5013	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1883	639.4255788985766
48fb88caf2671016c7c9f0bfca30b52e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1921	3041.0675710827154
49075d418c4f51e0a21213f22ba3289e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2048	552.2592916709378
495619e6c51e1e0955975577268afaf7	Bacteria;Proteobacteria	Bacteria	Proteobacteria	170	22.579076943961724
497410d6fd55e49412a7aed1f2f9e0b6	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1988	761.6553715605544
499184bcbf0e13d3034e46a52fa8ff25	Bacteria;Firmicutes	Bacteria	Firmicutes	1469	21.713381514710452
49932436723bb7039623f7b41e9e4f60	Bacteria;Firmicutes	Bacteria	Firmicutes	1811	237.4595017638101
499da3e701764b635962110575830e9e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1664	289.3539248528718
49e5ba21d193ece6dd5a33818228e855	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1607	610.6867199928197
49eb983639e68debc8cdd94872e66efe	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1771	308.18933308791856
4ac39a2cc328cb8726cb472c007d215a	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1777	2149.6425112704133
4ae7ae372ee4a3fdcf461aad64da4594	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2239	197.88645593100415
4b0113982625e2ee0f3907495937fdf4	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1813	180.28283473289943
4b1ef2044dd76e8095216de4fd4122fe	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1739	83.3601420176577
4b7712254e4dd8d5bc585d4a6c5c2e88	Bacteria;Fusobacteria	Bacteria	Fusobacteria	2069	1816.690081715661
4bc2853b48494b7dd698fccb74a67f56	Bacteria;Proteobacteria	Bacteria	Proteobacteria	299	8.160191468138448
4be33645dd9f084ae764b704fa796e19	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2408	8696.766012653183
4c2b8605e3df5efdd4357862f33e2da1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1426	73.5425326833107
4c36460cc7c6f79522718b282c264cc0	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2138	524.6045939449107
4c687e9abe11199b993e2ab668384d5c	Bacteria;Nitrospirae	Bacteria	Nitrospirae	526	18.85203578747786
4c83252f299850bdc611d2b21d8a4f77	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1692	980.442554998946
4c8746f3547392b9c03247cbb43cc244	Bacteria;Fusobacteria	Bacteria	Fusobacteria	1904	78.48130495674921
4c87523f07695269d1e32dc3c5acbdd5	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2059	2661.041876242988
4cb1c79a39891be23cef3480941c3f2c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1770	504.8018819518442
4cd3b95e158922f33b065d0b0a892f2e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2132	33.329090667981184
4cef8f426fb91cbb421b27d3168b985a	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2269	94.1263068486646
4cfe5b5468150f8a54cf003ea4c15603	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2004	233.3675553798846
4d357733c8b1cf1a877a9d1b62d24bfb	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2208	52.77500556312286
4d56ab10677542b64bfd38155d4e3305	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2353	655.7237287700138
4d5b8c2c09a9e464f466f3ddc5ab1de5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	0	1.112528951832495
4d696d7e1c7f2ba7daff21634a29c26b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1564	195.6859090985672
4d72007c70f4abc0bf9e8fe8b826d07d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	178	16.621790288936225
4d8dc891309da1783a7caaebbec4afd5	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	1985	634.0400358700539
4d9855aa5db8a74cde9f3464e70abdb0	Bacteria;Parcubacteria	Bacteria	Parcubacteria	1940	116.92174819558636
4da6331b774b728f600802445caf28b7	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1859	597.2890604541067
4dc351f5882fc368340faa474b8995da	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1550	105.24000408195928
4dd021ec5a9a60ebf8cf989b62bf7fb6	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1222	17.383994254719834
4dd2e8bec1c08199b34ad0e856b8e6f0	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1648	838.0982944833137
4dfe34342f9cba870b405754b725815a	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1687	901.6514251245414
4e00417ee94dbf3933ddc334fe42d416	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2398	2799.374345540062
4e062b62115cef8c32f7818a986f945d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1413	48.95021976469148
4e5aec2fa9e42a7c58b5cda0c681d5a8	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1840	100.319168274485
4eaa7263745180f32e653be165811ea2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1745	719.5824737050759
4ec2c7a524293cc08d33d0d178380024	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1604	283.73830644135097
4f078b6dbcc3d5423a5cb2003e577957	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1737	153.09833777840151
4f31fc43bb2ba611fa37c25e788fecf7	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2316	1529.066465590328
4f8024db35d41ab2263350fbabd2006a	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1983	935.3233390302726
4f856faa12011d6b010d1218d6af965c	Bacteria;Acidobacteria	Bacteria	Acidobacteria	268	13.409591215368582
4f9b3bfd6c8f3225bb3dae1576c548f4	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2080	3060.2882591138177
4f9ff226b3a83fc0960d57d3a2798002	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1871	706.2088839726437
4ff1a32224c15f64b4551c4ff214573e	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1609	84.40291632154069
500515578fbb656f858a5f277bf44eb8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2017	548.5082896736743
5036be2c1a4fc1332d51a1e8e2a98b30	Bacteria;Proteobacteria	Bacteria	Proteobacteria	73	5.317037452844427
503b002b64fd912e539902f0bfd6347e	Archaea;Woesearchaeota	Archaea	Woesearchaeota	2205	80.99778328759149
5058ed1d765e0771f97a2762ce80395a	Bacteria;Proteobacteria	Bacteria	Proteobacteria	0	0.9817322997271574
506d9aaf2b77aefac13f2c9fe97f1d33	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1682	597.3528509405605
508e4d4db7e2c0220a19fafa294e0670	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1972	288.18176298849795
509700c80c0423a97f1edc48f1f7ee9d	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2107	1816.1305293215385
50b3bae1786a79d83e7c0b6dadece115	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1819	803.1068921527221
50b5d3876b01cf318e6336b8a44fcbfa	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1985	217.19790809398455
50bfe226fd9373f754f1b25bd674c17e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1665	723.3233821998358
50e3ebc87962e1db144504742e010e8b	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1603	551.2729088981735
50e5c97ca46d1b2cd105f7e13bb076fc	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2115	1195.009351278856
50e6efbadaf635186693c3dd5550a0c1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1683	2422.21054212336
50fb93dad525b440dc193bc631872eba	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1267	16.31215188809462
50fbefe2629a6d0309ad504b93881ae0	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1936	476.6383684341376
5143fb7763f5e216f42d16afa5a7312f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2065	1124.985499499317
5183d97b2862d0ab4cacfd081ab5d0fe	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2239	763.6424483869131
51865756f079f745c6d17344536d8cfa	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2092	1192.2873294750486
51aee664c21bd301061e44d482f6716c	Bacteria;Acidobacteria	Bacteria	Acidobacteria	705	21.52468788904281
51d09f968a5e14623bb2bb47e8af6670	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1735	1211.1463992771144
51ea1fa5965f4e20039e3ec16bc3bcc4	Bacteria;Firmicutes	Bacteria	Firmicutes	1823	221.81267272060504
51fc70dbab9279678134ee4403019141	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1914	277.29883986213747
522a12d64209338ffe56e2e105889a26	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	2008	997.8194603857112
5232fc7e8655090621d2eecf40a4d466	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1927	2160.57419067078
524f945306ac2c325b6027df82cc10c2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2436	553.664515822532
525046a04eb5b7b12e9389984e3928e4	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1823	324.1101544874086
5253d98d25bc51baaf939f468ca8ef59	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	103	14.487046175851644
52bf102a8ce5e5aa35a1b2be041bca12	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2131	4358.681116496558
52bf980dbca5b8b211c42f8515328df4	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1617	118.75470237700422
52ce768d4778d9669bc37805601ec6c2	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2185	893.3491468129271
53522fbba639b0a7f39216d40164b1a9	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1682	2518.9877275021363
537ad456b7f0a847e6ce9c2db7b03103	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1708	188.7838807513936
53c8f21306a12d6f30a53416a44b5aa7	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1992	331.10907702475026
53dcaf9179e61f6eb6a546589b14b435	Bacteria;Proteobacteria	Bacteria	Proteobacteria	43	6.176384762832355
540e6e338d775db3a545543565a132ec	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1	1.4005295050226272
54253970cbe37ba3fdffb138c1b202dc	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1870	203.15819363108048
549b8c036efa62fc8911cf7424cc53a1	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2513	12063.39562988508
54e920999a65a173d3fc598d9df4097f	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1877	220.8674495274762
5513467c0cf6e059e077a0649442a372	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2350	262.3022782261994
554345c10941538d3c323777253ee02d	Bacteria;Firmicutes	Bacteria	Firmicutes	1730	35.65856056483689
5545a4be31b389811ab52f6546882949	Bacteria;Latescibacteria	Bacteria	Latescibacteria	1650	155.47145680802498
55527c56030d98690a2669364e893d1c	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1893	2243.2293348850676
5583e6e9039bafd2d4ac54a5b5f3f733	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1795	340.8085995131504
55a5e9cc5ecbf0ab7005bda5581d4825	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2084	2447.857295795592
55b42430584cff5a340766cf9738c0f6	Bacteria;Planctomycetes	Bacteria	Planctomycetes	2297	270.0968431660768
5607aa3941c6ac01ec226254e65f73cb	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1573	314.2807415934207
5610e8fb17396c0d2744ccb4c286d6ed	Bacteria;Proteobacteria	Bacteria	Proteobacteria	17	4.8902192410521
5617f721f124f6349c8c36c07a81f40a	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2349	2214.4335154551163
56ffc3a1273668bb1918767428fe00b8	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1890	808.7483938491009
5718174a13cca6ad8370916cb45e0132	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2067	678.543079815494
571e3cb022c4d177d5690be88300de03	Bacteria;Gemmatimonadetes	Bacteria	Gemmatimonadetes	1700	128.28776353336113
5725a3cf5bc2a845cf21e6f2f554346f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1788	213.44932532966064
576e2405e0752f94ca771fcc57cacd3e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1749	686.4433118335136
579254d0fefca28b3070234ccd41db8f	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1988	522.6700055661372
57cb542c918c06831e9b1faa9f13c04f	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1849	798.1464015503544
57db2e6d4483891a8b5aa5a0a5d36460	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1621	634.6189023244295
57dd958e56c827e41b45bfe25e6dace1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1912	3254.867544641528
57f12d7e8053a6887329b73224ddd870	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1999	594.698793352028
57f295f1e37d390a0d93e4b898f5a1ac	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2083	329.27411846383836
57ff761be8acec89cc1e365a8471bfa0	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	128	5.579490605858715
580e75c13f8cc6db7dc8869acfe4f099	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2069	1448.1764472755065
583062ad97f5a4ab173144d3738eefa7	Bacteria;Acidobacteria	Bacteria	Acidobacteria	633	14.673073408267667
5839160c923a0b20d58eed46a3969314	Bacteria;Acidobacteria	Bacteria	Acidobacteria	23	1.4425124455042804
583bbbf31da6089162044831056d3aa5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1578	71.89361729825202
584ed24e4043a198e83fdce815b04ed4	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2064	554.0186994090527
586f2a23736b00b0d8636f61c4c85910	Bacteria;Firmicutes	Bacteria	Firmicutes	262	5.070006477813279
5890296c3d918b59269be7d9f1866840	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1872	656.6073093876372
58a003202f434bfcc35187031ceb45e3	Bacteria;Parcubacteria	Bacteria	Parcubacteria	2283	121.12216447387432
58ab4257cbdb7c2021a954410d08ff84	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1909	640.3764168115945
58af360afea2ac33796b37f3f82cfc32	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1787	205.41805863647352
58c4e1ab0682710195fd062c9e7c5c00	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	104	5.657674357492128
58d318ce43c171676d983051e3b9384d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1189	21.778314294582085
59315c7ab75b4199c34bdd7453b948d3	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1920	184.68559495048376
5952ec94b46d72011e473304f9be158a	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1755	168.47722400845072
5958fd2b7ec972907e061e8f4d0c49b8	Bacteria;Acidobacteria	Bacteria	Acidobacteria	40	4.903069572654399
595c8b8e312c12524cc06f2b7fda2a76	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1	1.7751033677796153
59aca3465b3ff57d042c7d8a6109a4de	Bacteria;Proteobacteria	Bacteria	Proteobacteria	13	6.7502348213068855
59d40aaf432737e58dff56046a852ae4	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1492	109.27278314868316
59d4189a1316f94b3364354a93fbf774	Archaea;Euryarchaeota	Archaea	Euryarchaeota	486	11.871248045402965
59dd6d3f3f896c4309537cf26c3597a3	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2554	381.5299866660364
59edd7e21c11ea6309c181aa0869689f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2	2.8388822017162125
5a3939939926c2e92b2b8a7cb5db164c	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	1621	68.66823066462489
5a3c5e7fdbb0c5f8d06d03b0df0ebfa1	Bacteria;Acidobacteria	Bacteria	Acidobacteria	29	6.398335181627451
5a5bf8c8dbcd07c375f0c552b7924940	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1976	1367.6111343330897
5a7b179b1b45f0fe2282f260bf073f60	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2253	65.38297629206457
5a8eb6a2625d5ae58cfeae791bf73c97	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	1254	28.583443116557305
5aa5614c3b98c2b8abeda2760ee15d2f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1371	16.748787767326267
5aaf59219b0c59624f42fe1efc2da41f	Archaea;Crenarchaeota	Archaea	Crenarchaeota	1590	289.4365628807885
5b2529faa44a3679b887ecd91b6b4149	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2328	2675.12992501284
5b34acd5a43a2d302bdb94de3d796ef2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1685	1525.5239481906583
5b515fcf1618ee49381b775884526501	Bacteria;Ignavibacteriae	Bacteria	Ignavibacteriae	1629	450.212279120217
5c44d94967145e33d8f4d73894b1c382	Bacteria;Proteobacteria	Bacteria	Proteobacteria	685	11.353364208717087
5c569a4a28462e3c10e5ac1c5891e6af	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1932	905.4361538873372
5cb2e37d1d677e39d122fedea4405631	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1528	165.12352558349065
5cc5f917268622d614ad2430f1b9af0a	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1465	91.84077222123732
5cec902c0deeb7e185ef41a5b16d0fa3	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1454	94.59177935437344
5d162b332b19e72cdf8e3be5d4a218bf	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1570	167.085713393209
5d1c9a78e3cea0d52ff7acc1aa12453e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2250	4996.7514932258055
5d33f95a3e3dc386d8241fb00e598b39	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2075	831.477681414689
5d3a823bd93ba2f3e72bbac6195aa8a2	Bacteria;Firmicutes	Bacteria	Firmicutes	1534	101.15965254653692
5d3ce929e1e20c0af46d70bc9b483a9e	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1893	372.2175099678532
5d52bb916a89f7f36dc6cdf617353e2b	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2086	1001.0849664356356
5d5a1527c757600ec87cb2948d048764	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1816	396.1405591429522
5d5e0d9e2f1506beeddbda392d56d022	Bacteria;Parcubacteria	Bacteria	Parcubacteria	2031	375.6369375730821
5d9661318e7661ceab0331e4040de8b9	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2051	1258.7797587018465
5da32e051bdda695c26f4cc556c3aede	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2651	197.44366844451076
5da41381b7dde967979e35d998fc0d8b	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1923	509.2762163126892
5de1ebf97066e508e96a93708dc2625b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2157	2965.7428177208253
5df8b4789dec9cecdbe53647c797cdbb	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2247	7038.30844521409
5e1bd147a562a54ef92da1e261569b73	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1833	497.0524850708573
5e80f0d43261442eb65b481d5f7ad47f	Bacteria;Spirochaetes	Bacteria	Spirochaetes	1715	83.36287854745876
5e9b03b0e5fe3fd72f42553482b0d1d1	Archaea;Woesearchaeota	Archaea	Woesearchaeota	1670	70.4181254923928
5ee59b954b02d744f895a63f957d2b51	Bacteria;Firmicutes	Bacteria	Firmicutes	1953	91.44326571110714
5f8d5f3af83d05f58d2f5f5cc792bd09	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1725	199.17672595583292
5fe8a79baa0e9601bc73ff3938dbf497	Bacteria;Proteobacteria	Bacteria	Proteobacteria	303	23.631645503276516
604b60859f72f4c590b64186ab7a936a	Bacteria;Latescibacteria	Bacteria	Latescibacteria	1653	302.21765583612665
60669a099853bdf69ba898f49d814738	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2004	451.1884748217897
608ff1e6fb5b01e2603d5ca24d31321c	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1920	187.527001718652
60933de335c7464f51fffcd2152a39a6	Bacteria;Firmicutes	Bacteria	Firmicutes	1852	698.8168662126217
60a2841a5dc856e4955a2784b1ec16c1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1835	2561.535266704255
60d59173b48f121e89c0ac0b65c526e5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1636	361.792126277401
60d71b67ef886d9ee35ae490872883dd	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1633	271.3701964549519
60e788e44b093e436155116d1e8c46c8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2228	49.685225505809605
60f6746a820cc1155b3b222db1bbd247	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2249	1403.6413260195986
6112d362565c5797eb555106a550d353	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1980	197.01398965625597
614f0abeace4c62e6175b0b07bbf4268	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1638	492.6288839135769
615d643a35dafca756da7452502ece1a	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1820	152.0016573066676
6187dce460402a8d8434f8b91ffef847	Bacteria;Proteobacteria	Bacteria	Proteobacteria	439	14.905928685648764
6193573d9d1a36cdefdf604d1cc988c1	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2505	278.48097347774666
61949acf2b4b65f2f11535a1a6ba4993	Bacteria;Chloroflexi	Bacteria	Chloroflexi	32	7.726873241784772
61a961236327f2b3729879d8b892e83c	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1786	240.04436933028416
61c3d8e4d1400a8556a911a292791e9f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1915	3399.234032870786
62201e97781e57f41f14956856943df7	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1858	567.8337920310631
622d9836606447d6d412fe6b9fabdee8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1919	136.277762413524
6234bd5480c366a439c4e737a1d21154	Bacteria;Firmicutes	Bacteria	Firmicutes	1645	287.5111451356211
62898682dd786a5e4273a9c1be395464	Bacteria;Deferribacteres	Bacteria	Deferribacteres	1517	238.0883671347533
62ba93d2468749ccfd068c1c04d7843c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1433	67.03729454943489
62f7ecf7d05f92813a3f21b862040dda	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	431	8.293183901610037
6304f029e16d4a53edd0f10de67949b8	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1785	191.06516276201123
630ef86da45acdfe2420ecead45f1f8b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1947	2321.5541402552476
635235400c4509aaf3f0d1611f19ae53	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2460	863.4523825819199
