series	x	y	lower	upper
CTRL_rep4	-1050	1.211	0.8616	1.5604
CTRL_rep4	-1025	1.1455	0.7951	1.496
CTRL_rep4	-1000	1.083	0.7313	1.4346
CTRL_rep4	-975	1.0062	0.6533	1.3591
CTRL_rep4	-950	1.0952	0.7409	1.4495
CTRL_rep4	-925	0.894	0.5383	1.2498
CTRL_rep4	-900	1.0132	0.6558	1.3706
CTRL_rep4	-875	1.1224	0.7632	1.4815
CTRL_rep4	-850	0.8927	0.5316	1.2537
CTRL_rep4	-825	1.0453	0.6821	1.4086
CTRL_rep4	-800	1.1028	0.7372	1.4684
CTRL_rep4	-775	1.1466	0.7784	1.5148
CTRL_rep4	-750	1.2078	0.8368	1.5789
CTRL_rep4	-725	1.1306	0.7564	1.5048
CTRL_rep4	-700	1.2992	0.9215	1.6768
CTRL_rep4	-675	1.1749	0.7934	1.5564
CTRL_rep4	-650	1.4179	1.0322	1.8036
CTRL_rep4	-625	1.1096	0.7193	1.4999
CTRL_rep4	-600	1.2496	0.8543	1.6449
CTRL_rep4	-575	1.4792	1.0784	1.88
CTRL_rep4	-550	1.6059	1.1992	2.0126
CTRL_rep4	-525	1.5875	1.1744	2.0006
CTRL_rep4	-500	1.5537	1.1338	1.9736
CTRL_rep4	-475	1.4685	1.0414	1.8956
CTRL_rep4	-450	1.6254	1.1907	2.0601
CTRL_rep4	-425	1.5888	1.1463	2.0313
CTRL_rep4	-400	1.6533	1.2028	2.1039
CTRL_rep4	-375	1.7097	1.251	2.1684
CTRL_rep4	-350	1.6582	1.1912	2.1251
CTRL_rep4	-325	1.8432	1.3679	2.3184
CTRL_rep4	-300	1.9039	1.4203	2.3875
CTRL_rep4	-275	1.9657	1.4739	2.4576
CTRL_rep4	-250	2.1822	1.6822	2.6822
CTRL_rep4	-225	2.022	1.5145	2.5296
CTRL_rep4	-200	1.8569	1.3423	2.3714
CTRL_rep4	-175	2.0287	1.5081	2.5494
CTRL_rep4	-150	1.9557	1.4299	2.4816
CTRL_rep4	-125	2.245	1.7149	2.7751
CTRL_rep4	-100	1.9966	1.4631	2.5301
CTRL_rep4	-75	2.072	1.5359	2.6081
CTRL_rep4	-50	2.3354	1.7973	2.8734
CTRL_rep4	-25	2.2488	1.7096	2.7879
CTRL_rep4	0	2.3176	1.778	2.8571
CTRL_rep4	25	2.0002	1.4609	2.5395
CTRL_rep4	50	2.2833	1.7451	2.8215
CTRL_rep4	75	1.9136	1.3771	2.4501
CTRL_rep4	100	2.065	1.5309	2.5991
CTRL_rep4	125	2.1368	1.6059	2.6677
CTRL_rep4	150	2.3946	1.8678	2.9214
CTRL_rep4	175	2.0182	1.4964	2.54
CTRL_rep4	200	2.1352	1.6195	2.6509
CTRL_rep4	225	2.0543	1.5455	2.563
CTRL_rep4	250	1.9038	1.4028	2.4048
CTRL_rep4	275	1.8599	1.367	2.3527
CTRL_rep4	300	2.0234	1.5389	2.5079
CTRL_rep4	325	2.0997	1.6237	2.5758
CTRL_rep4	350	1.8415	1.3739	2.3092
CTRL_rep4	375	1.7522	1.2928	2.2116
CTRL_rep4	400	1.7914	1.3402	2.2426
CTRL_rep4	425	1.5029	1.0597	1.946
CTRL_rep4	450	1.5143	1.0791	1.9495
CTRL_rep4	475	1.562	1.1345	1.9895
CTRL_rep4	500	1.5723	1.1521	1.9925
CTRL_rep4	525	1.5078	1.0945	1.9211
CTRL_rep4	550	1.353	0.9462	1.7598
CTRL_rep4	575	1.359	0.9582	1.7599
CTRL_rep4	600	1.3174	0.922	1.7127
CTRL_rep4	625	1.3425	0.9522	1.7328
CTRL_rep4	650	1.2702	0.8845	1.6559
CTRL_rep4	675	1.3745	0.993	1.756
CTRL_rep4	700	1.2445	0.8668	1.6221
CTRL_rep4	725	1.1972	0.823	1.5714
CTRL_rep4	750	1.1293	0.7583	1.5003
CTRL_rep4	775	1.167	0.7988	1.5352
CTRL_rep4	800	1.138	0.7724	1.5036
CTRL_rep4	825	1.1591	0.7959	1.5224
CTRL_rep4	850	0.9726	0.6115	1.3336
CTRL_rep4	875	1.2475	0.8884	1.6067
CTRL_rep4	900	1.1265	0.7691	1.4839
CTRL_rep4	925	1.2484	0.8926	1.6041
CTRL_rep4	950	1.2213	0.867	1.5755
CTRL_rep4	975	0.9931	0.6402	1.346
CTRL_rep4	1000	1.0709	0.7192	1.4225
CTRL_rep4	1025	1.0407	0.6902	1.3912
CTRL_rep4	1050	0.9735	0.6241	1.3229
CTRL_rep4	1075	0.9938	0.6455	1.3422
CTRL_rep4	1100	1.1388	0.7914	1.4863
CTRL_rep4	1125	1.1207	0.7742	1.4673
CTRL_rep4	1150	1.0783	0.7326	1.424
CTRL_rep4	1175	1.0994	0.7544	1.4443
CTRL_rep4	1200	1.0273	0.683	1.3715
CTRL_rep4	1225	0.9448	0.6013	1.2883
CTRL_rep4	1250	0.9722	0.6293	1.3151
CTRL_rep4	1275	1.0516	0.7093	1.3938
CTRL_rep4	1300	0.955	0.6133	1.2967
CTRL_rep4	1325	1.1181	0.7769	1.4593
CTRL_rep4	1350	0.9735	0.6328	1.3141
CTRL_rep4	1375	1.1211	0.781	1.4613
CTRL_rep4	1400	0.9447	0.605	1.2844
CTRL_rep4	1425	1.0562	0.7169	1.3956
CTRL_rep4	1450	1.0606	0.7217	1.3996
CTRL_rep4	1475	0.9071	0.5685	1.2457
CTRL_rep4	1500	1.1019	0.7637	1.4402
CTRL_rep4	1525	1.0434	0.7055	1.3813
CTRL_rep4	1550	1.0088	0.6711	1.3464
CTRL_rep4	1575	0.92	0.5827	1.2574
CTRL_rep4	1600	1.1097	0.7725	1.4468
CTRL_rep4	1625	0.8515	0.5147	1.1884
CTRL_rep4	1650	1.0471	0.7104	1.3838
CTRL_rep4	1675	0.9261	0.5897	1.2626
CTRL_rep4	1700	0.8445	0.5082	1.1808
CTRL_rep4	1725	1.1092	0.7731	1.4453
CTRL_rep4	1750	1.0501	0.7142	1.3861
CTRL_rep4	1775	1.0676	0.7317	1.4034
CTRL_rep4	1800	0.9505	0.6148	1.2862
CTRL_rep4	1825	1.0067	0.6711	1.3423
CTRL_rep4	1850	0.9592	0.6237	1.2947
CTRL_rep4	1875	0.8642	0.5288	1.1996
CTRL_rep4	1900	0.9999	0.6646	1.3352
CTRL_rep4	1925	1.0753	0.7401	1.4106
CTRL_rep4	1950	0.9513	0.6161	1.2864
CTRL_rep4	1975	1.0678	0.7327	1.4029
CTRL_rep4	2000	1.0681	0.7331	1.4032
TREAT_rep1	-2000	1.0853	0.921	1.2495
TREAT_rep1	-1975	1.017	0.8524	1.1815
TREAT_rep1	-1950	1.0147	0.8498	1.1797
TREAT_rep1	-1925	1.0714	0.9061	1.2367
TREAT_rep1	-1900	1.0437	0.878	1.2094
TREAT_rep1	-1875	1.1219	0.9557	1.288
TREAT_rep1	-1850	1.0827	0.9161	1.2494
TREAT_rep1	-1825	1.1239	0.9567	1.2911
TREAT_rep1	-1800	1.1145	0.9467	1.2823
TREAT_rep1	-1775	0.9876	0.8192	1.1561
TREAT_rep1	-1750	1.1033	0.9341	1.2725
TREAT_rep1	-1725	1.1727	1.0027	1.3427
TREAT_rep1	-1700	1.1008	0.93	1.2717
TREAT_rep1	-1675	1.1017	0.9299	1.2735
TREAT_rep1	-1650	1.0928	0.92	1.2656
TREAT_rep1	-1625	1.1342	0.9603	1.3081
TREAT_rep1	-1600	1.2207	1.0456	1.3958
TREAT_rep1	-1575	1.1052	0.9288	1.2815
TREAT_rep1	-1550	1.1051	0.9273	1.2828
TREAT_rep1	-1525	1.244	1.0647	1.4232
TREAT_rep1	-1500	1.1939	1.0131	1.3748
TREAT_rep1	-1475	1.2532	1.0707	1.4358
TREAT_rep1	-1450	1.3089	1.1245	1.4932
TREAT_rep1	-1425	1.2404	1.054	1.4267
TREAT_rep1	-1400	1.3378	1.1494	1.5262
TREAT_rep1	-1375	1.2977	1.1072	1.4883
TREAT_rep1	-1350	1.4064	1.2135	1.5993
TREAT_rep1	-1325	1.3114	1.116	1.5068
TREAT_rep1	-1300	1.4872	1.2892	1.6852
TREAT_rep1	-1275	1.3923	1.1916	1.593
TREAT_rep1	-1250	1.5691	1.3655	1.7727
TREAT_rep1	-1225	1.4611	1.2545	1.6678
TREAT_rep1	-1200	1.5723	1.3625	1.7821
TREAT_rep1	-1175	1.5814	1.3684	1.7945
TREAT_rep1	-1150	1.5892	1.3727	1.8057
TREAT_rep1	-1125	1.6659	1.4458	1.886
TREAT_rep1	-1100	1.6989	1.475	1.9227
TREAT_rep1	-1075	1.7519	1.5242	1.9796
TREAT_rep1	-1050	1.8513	1.6196	2.0829
TREAT_rep1	-1025	1.7726	1.5368	2.0084
TREAT_rep1	-1000	1.8848	1.6448	2.1248
TREAT_rep1	-975	1.9114	1.667	2.1558
TREAT_rep1	-950	2.1222	1.8734	2.371
TREAT_rep1	-925	2.1866	1.9332	2.44
TREAT_rep1	-900	2.1935	1.9354	2.4515
TREAT_rep1	-875	2.2458	1.983	2.5086
TREAT_rep1	-850	2.2908	2.0232	2.5584
TREAT_rep1	-825	2.2963	2.0238	2.5688
TREAT_rep1	-800	2.3959	2.1184	2.6733
TREAT_rep1	-775	2.5612	2.2787	2.8436
TREAT_rep1	-750	2.5961	2.3086	2.8836
TREAT_rep1	-725	2.5771	2.2845	2.8697
TREAT_rep1	-700	2.7226	2.425	3.0203
TREAT_rep1	-675	2.8754	2.5725	3.1783
TREAT_rep1	-650	2.9791	2.6708	3.2875
TREAT_rep1	-625	2.9124	2.5984	3.2265
TREAT_rep1	-600	3.0287	2.7084	3.3491
TREAT_rep1	-575	3.1338	2.8064	3.4611
TREAT_rep1	-550	3.2771	2.9418	3.6124
TREAT_rep1	-525	3.3175	2.9731	3.6619
TREAT_rep1	-500	3.6857	3.3312	4.0401
TREAT_rep1	-475	3.7919	3.4268	4.157
TREAT_rep1	-450	3.7437	3.3678	4.1196
TREAT_rep1	-425	4.124	3.7377	4.5103
TREAT_rep1	-400	4.3207	3.9246	4.7168
TREAT_rep1	-375	4.6862	4.2803	5.0922
TREAT_rep1	-350	4.4904	4.0732	4.9076
TREAT_rep1	-325	4.7643	4.3322	5.1964
TREAT_rep1	-300	5.0697	4.6169	5.5226
TREAT_rep1	-275	5.801	5.3199	6.2821
TREAT_rep1	-250	6.3595	5.8424	6.8767
TREAT_rep1	-225	7.1044	6.5443	7.6645
TREAT_rep1	-200	7.6406	7.0325	8.2488
TREAT_rep1	-175	8.755	8.0952	9.4148
TREAT_rep1	-150	10.0404	9.327	10.7539
TREAT_rep1	-125	10.8069	10.0393	11.5746
TREAT_rep1	-100	12.0826	11.2622	12.9029
TREAT_rep1	-75	12.6593	11.7912	13.5274
TREAT_rep1	-50	13.4214	12.5146	14.3282
TREAT_rep1	-25	14.2762	13.3438	15.2085
TREAT_rep1	0	14.0079	13.0661	14.9496
TREAT_rep1	25	14.582	13.6481	15.5159
TREAT_rep1	50	14.2858	13.3755	15.1961
TREAT_rep1	75	12.9037	12.0295	13.7779
TREAT_rep1	100	11.9035	11.0738	12.7332
TREAT_rep1	125	11.3281	10.5474	12.1089
TREAT_rep1	150	10.3628	9.6327	11.0929
TREAT_rep1	175	9.4513	8.7721	10.1306
TREAT_rep1	200	8.0075	7.3784	8.6366
TREAT_rep1	225	7.2806	6.6996	7.8617
TREAT_rep1	250	6.3439	5.8069	6.8809
TREAT_rep1	275	5.9524	5.4531	6.4517
TREAT_rep1	300	5.5004	5.031	5.9698
TREAT_rep1	325	5.0507	4.6032	5.4981
TREAT_rep1	350	4.6569	4.2252	5.0886
TREAT_rep1	375	4.5604	4.1407	4.98
TREAT_rep1	400	4.4742	4.0653	4.8831
TREAT_rep1	425	4.212	3.8143	4.6097
TREAT_rep1	450	4.0076	3.622	4.3932
TREAT_rep1	475	3.8405	3.4676	4.2133
TREAT_rep1	500	3.6897	3.3295	4.05
TREAT_rep1	525	3.5114	3.163	3.8599
TREAT_rep1	550	3.3856	3.0477	3.7236
TREAT_rep1	575	3.2139	2.8849	3.5429
TREAT_rep1	600	2.8426	2.5213	3.1638
TREAT_rep1	625	2.9984	2.6838	3.313
TREAT_rep1	650	2.8555	2.5469	3.1641
TREAT_rep1	675	2.7651	2.462	3.0681
TREAT_rep1	700	2.5857	2.288	2.8835
TREAT_rep1	725	2.5297	2.2371	2.8222
TREAT_rep1	750	2.6254	2.3379	2.9129
TREAT_rep1	775	2.5203	2.2378	2.8027
TREAT_rep1	800	2.3228	2.0453	2.6002
TREAT_rep1	825	2.361	2.0885	2.6335
TREAT_rep1	850	2.2563	1.9887	2.5239
TREAT_rep1	875	2.3169	2.0541	2.5797
TREAT_rep1	900	2.2173	1.9592	2.4753
TREAT_rep1	925	2.1088	1.8554	2.3622
TREAT_rep1	950	2.2492	2.0004	2.4981
TREAT_rep1	975	1.9339	1.6895	2.1782
TREAT_rep1	1000	1.9439	1.7039	2.1839
TREAT_rep1	1025	1.863	1.6272	2.0987
TREAT_rep1	1050	1.8746	1.6429	2.1063
TREAT_rep1	1075	1.8147	1.587	2.0424
TREAT_rep1	1100	1.7459	1.522	1.9697
TREAT_rep1	1125	1.5963	1.3762	1.8165
TREAT_rep1	1150	1.7291	1.5125	1.9456
TREAT_rep1	1175	1.5878	1.3747	1.8008
TREAT_rep1	1200	1.5308	1.3211	1.7406
TREAT_rep1	1225	1.4029	1.1963	1.6095
TREAT_rep1	1250	1.3989	1.1953	1.6025
TREAT_rep1	1275	1.5464	1.3457	1.7471
TREAT_rep1	1300	1.4372	1.2392	1.6352
TREAT_rep1	1325	1.3863	1.1909	1.5817
TREAT_rep1	1350	1.3363	1.1434	1.5292
TREAT_rep1	1375	1.3669	1.1763	1.5575
TREAT_rep1	1400	1.1958	1.0074	1.3842
TREAT_rep1	1425	1.2025	1.0161	1.3888
TREAT_rep1	1450	1.2578	1.0735	1.4422
TREAT_rep1	1475	1.194	1.0115	1.3766
TREAT_rep1	1500	1.0949	0.9141	1.2758
TREAT_rep1	1525	1.2559	1.0766	1.4351
TREAT_rep1	1550	1.2103	1.0325	1.388
TREAT_rep1	1575	1.226	1.0497	1.4024
TREAT_rep1	1600	1.1944	1.0193	1.3695
TREAT_rep1	1625	1.1904	1.0165	1.3643
TREAT_rep1	1650	1.0754	0.9026	1.2482
TREAT_rep1	1675	1.1256	0.9538	1.2974
TREAT_rep1	1700	1.0838	0.9129	1.2546
TREAT_rep1	1725	1.0832	0.9132	1.2532
TREAT_rep1	1750	1.0822	0.913	1.2514
TREAT_rep1	1775	1.1111	0.9426	1.2796
TREAT_rep1	1800	1.1283	0.9605	1.2961
TREAT_rep1	1825	1.0071	0.8399	1.1743
TREAT_rep1	1850	1.0606	0.894	1.2273
TREAT_rep1	1875	1.0803	0.9141	1.2464
TREAT_rep1	1900	1.0924	0.9267	1.2581
TREAT_rep1	1925	1.0442	0.8789	1.2095
TREAT_rep1	1950	1.0229	0.858	1.1878
TREAT_rep1	1975	0.9808	0.8162	1.1453
TREAT_rep1	2000	1.0505	0.8863	1.2148
TREAT_rep2	-2000	1.0907	0.9553	1.2261
TREAT_rep2	-1975	1.0811	0.9455	1.2167
TREAT_rep2	-1950	0.9944	0.8585	1.1303
TREAT_rep2	-1925	0.9938	0.8576	1.1299
TREAT_rep2	-1900	1.0764	0.94	1.2129
TREAT_rep2	-1875	1.0465	0.9097	1.1833
TREAT_rep2	-1850	1.0834	0.9463	1.2206
TREAT_rep2	-1825	1.0505	0.913	1.1881
TREAT_rep2	-1800	1.1177	0.9796	1.2557
TREAT_rep2	-1775	1.0523	0.9138	1.1908
TREAT_rep2	-1750	1.0726	0.9335	1.2116
TREAT_rep2	-1725	1.0838	0.9441	1.2234
TREAT_rep2	-1700	1.0576	0.9173	1.1979
TREAT_rep2	-1675	1.1644	1.0234	1.3053
TREAT_rep2	-1650	1.0757	0.934	1.2174
TREAT_rep2	-1625	1.1608	1.0182	1.3033
TREAT_rep2	-1600	1.1627	1.0193	1.3062
TREAT_rep2	-1575	1.1971	1.0528	1.3415
TREAT_rep2	-1550	1.1549	1.0095	1.3003
TREAT_rep2	-1525	1.2075	1.061	1.354
TREAT_rep2	-1500	1.2036	1.0559	1.3513
TREAT_rep2	-1475	1.2317	1.0828	1.3807
TREAT_rep2	-1450	1.2697	1.1194	1.42
TREAT_rep2	-1425	1.2533	1.1016	1.405
TREAT_rep2	-1400	1.2143	1.0611	1.3676
TREAT_rep2	-1375	1.3054	1.1505	1.4603
TREAT_rep2	-1350	1.3725	1.2159	1.5292
TREAT_rep2	-1325	1.3627	1.2042	1.5211
TREAT_rep2	-1300	1.3429	1.1825	1.5033
TREAT_rep2	-1275	1.4112	1.2487	1.5736
TREAT_rep2	-1250	1.4327	1.2681	1.5972
TREAT_rep2	-1225	1.4763	1.3095	1.6432
TREAT_rep2	-1200	1.4226	1.2534	1.5918
TREAT_rep2	-1175	1.5055	1.3339	1.6772
TREAT_rep2	-1150	1.5691	1.3949	1.7434
TREAT_rep2	-1125	1.5856	1.4087	1.7625
TREAT_rep2	-1100	1.6697	1.49	1.8494
TREAT_rep2	-1075	1.7231	1.5406	1.9057
TREAT_rep2	-1050	1.7562	1.5707	1.9418
TREAT_rep2	-1025	1.7622	1.5736	1.9508
TREAT_rep2	-1000	1.8253	1.6335	2.017
TREAT_rep2	-975	1.7947	1.5997	1.9897
TREAT_rep2	-950	2.0088	1.8104	2.2072
TREAT_rep2	-925	1.9681	1.7663	2.1699
TREAT_rep2	-900	2.0376	1.8323	2.2428
TREAT_rep2	-875	2.2183	2.0094	2.4271
TREAT_rep2	-850	2.2847	2.0722	2.4971
TREAT_rep2	-825	2.2335	2.0174	2.4496
TREAT_rep2	-800	2.2038	1.984	2.4236
TREAT_rep2	-775	2.4091	2.1855	2.6326
TREAT_rep2	-750	2.5491	2.3218	2.7765
TREAT_rep2	-725	2.44	2.2088	2.6711
TREAT_rep2	-700	2.5955	2.3604	2.8305
TREAT_rep2	-675	2.6584	2.4194	2.8974
TREAT_rep2	-650	2.7576	2.5144	3.0008
TREAT_rep2	-625	2.7151	2.4674	2.9628
TREAT_rep2	-600	2.8116	2.5589	3.0643
TREAT_rep2	-575	2.7394	2.4808	2.9979
TREAT_rep2	-550	3.1468	2.8814	3.4121
TREAT_rep2	-525	3.1986	2.9254	3.4719
TREAT_rep2	-500	3.2424	2.9602	3.5245
TREAT_rep2	-475	3.4117	3.1201	3.7033
TREAT_rep2	-450	3.726	3.4248	4.0271
TREAT_rep2	-425	3.8687	3.5584	4.1789
TREAT_rep2	-400	4.0438	3.7253	4.3623
TREAT_rep2	-375	4.1049	3.7785	4.4312
TREAT_rep2	-350	4.364	4.029	4.6991
TREAT_rep2	-325	4.663	4.3166	5.0094
TREAT_rep2	-300	4.9774	4.6151	5.3397
TREAT_rep2	-275	5.3485	4.9645	5.7326
TREAT_rep2	-250	5.7753	5.3637	6.187
TREAT_rep2	-225	6.665	6.221	7.109
TREAT_rep2	-200	7.2755	6.7959	7.7551
TREAT_rep2	-175	8.0078	7.4907	8.5248
TREAT_rep2	-150	8.7644	8.2088	9.32
TREAT_rep2	-125	10.2779	9.6833	10.8724
TREAT_rep2	-100	10.6995	10.0668	11.3323
TREAT_rep2	-75	11.7851	11.1171	12.4531
TREAT_rep2	-50	12.1607	11.4636	12.8578
TREAT_rep2	-25	12.7363	12.0197	13.4528
TREAT_rep2	0	13.1087	12.3849	13.8326
TREAT_rep2	25	12.8167	12.0986	13.5348
TREAT_rep2	50	12.5477	11.8471	13.2483
TREAT_rep2	75	11.7802	11.106	12.4544
TREAT_rep2	100	10.6156	9.9734	11.2578
TREAT_rep2	125	10.1463	9.5386	10.7541
TREAT_rep2	150	9.2311	8.6587	9.8035
TREAT_rep2	175	8.5895	8.0529	9.1262
TREAT_rep2	200	7.7025	7.2018	8.2031
TREAT_rep2	225	6.9255	6.4605	7.3906
TREAT_rep2	250	6.2703	5.8388	6.7018
TREAT_rep2	275	5.6307	5.2285	6.033
TREAT_rep2	300	5.3178	4.9389	5.6967
TREAT_rep2	325	4.8606	4.4989	5.2223
TREAT_rep2	350	4.7838	4.4342	5.1333
TREAT_rep2	375	4.6111	4.271	4.9511
TREAT_rep2	400	4.3381	4.0068	4.6693
TREAT_rep2	425	4.0603	3.7387	4.382
TREAT_rep2	450	3.798	3.4871	4.1089
TREAT_rep2	475	3.6671	3.3677	3.9664
TREAT_rep2	500	3.2952	3.0072	3.5831
TREAT_rep2	525	3.2811	3.0038	3.5584
TREAT_rep2	550	3.0919	2.8238	3.3599
TREAT_rep2	575	2.9991	2.739	3.2593
TREAT_rep2	600	2.8304	2.5767	3.084
TREAT_rep2	625	2.6884	2.4403	2.9366
TREAT_rep2	650	2.6676	2.4241	2.911
TREAT_rep2	675	2.6965	2.4573	2.9356
TREAT_rep2	700	2.4541	2.219	2.6892
TREAT_rep2	725	2.3586	2.1275	2.5898
TREAT_rep2	750	2.3444	2.1171	2.5718
TREAT_rep2	775	2.5164	2.2928	2.74
TREAT_rep2	800	2.2713	2.0515	2.4912
TREAT_rep2	825	2.211	1.9949	2.4271
TREAT_rep2	850	2.1984	1.9859	2.4108
TREAT_rep2	875	2.0972	1.8884	2.306
TREAT_rep2	900	2.1239	1.9186	2.3291
TREAT_rep2	925	2.0305	1.8287	2.2323
TREAT_rep2	950	2.0079	1.8096	2.2063
TREAT_rep2	975	1.8183	1.6232	2.0133
TREAT_rep2	1000	1.8281	1.6363	2.0199
TREAT_rep2	1025	1.8656	1.677	2.0542
TREAT_rep2	1050	1.7256	1.54	1.9111
TREAT_rep2	1075	1.7157	1.5332	1.8983
TREAT_rep2	1100	1.7118	1.5321	1.8915
TREAT_rep2	1125	1.6076	1.4307	1.7845
TREAT_rep2	1150	1.6181	1.4439	1.7923
TREAT_rep2	1175	1.522	1.3503	1.6936
TREAT_rep2	1200	1.4926	1.3234	1.6618
TREAT_rep2	1225	1.4446	1.2778	1.6115
TREAT_rep2	1250	1.3891	1.2245	1.5536
TREAT_rep2	1275	1.4184	1.256	1.5808
TREAT_rep2	1300	1.4073	1.2469	1.5677
TREAT_rep2	1325	1.383	1.2245	1.5415
TREAT_rep2	1350	1.4143	1.2577	1.5709
TREAT_rep2	1375	1.2574	1.1025	1.4123
TREAT_rep2	1400	1.2614	1.1081	1.4146
TREAT_rep2	1425	1.2236	1.0719	1.3754
TREAT_rep2	1450	1.1964	1.0461	1.3467
TREAT_rep2	1475	1.1901	1.0411	1.339
TREAT_rep2	1500	1.1805	1.0328	1.3282
TREAT_rep2	1525	1.095	0.9485	1.2415
TREAT_rep2	1550	1.2059	1.0605	1.3513
TREAT_rep2	1575	1.1225	0.9781	1.2669
TREAT_rep2	1600	1.086	0.9426	1.2294
TREAT_rep2	1625	1.116	0.9734	1.2585
TREAT_rep2	1650	1.174	1.0323	1.3157
TREAT_rep2	1675	1.0167	0.8757	1.1577
TREAT_rep2	1700	1.0458	0.9056	1.1861
TREAT_rep2	1725	1.0175	0.8778	1.1571
TREAT_rep2	1750	1.1106	0.9716	1.2497
TREAT_rep2	1775	1.0419	0.9034	1.1804
TREAT_rep2	1800	1.1117	0.9737	1.2497
TREAT_rep2	1825	1.0901	0.9526	1.2277
TREAT_rep2	1850	1.0638	0.9267	1.201
TREAT_rep2	1875	0.9827	0.8459	1.1195
TREAT_rep2	1900	1.0078	0.8714	1.1443
TREAT_rep2	1925	1.0349	0.8988	1.1711
TREAT_rep2	1950	1.0116	0.8757	1.1475
TREAT_rep2	1975	1.0549	0.9193	1.1906
TREAT_rep2	2000	1.046	0.9106	1.1814
TREAT_rep3	-2000	0.9077	0.5702	1.2451
TREAT_rep3	-1975	1.045	0.7075	1.3826
TREAT_rep3	-1950	0.9682	0.6306	1.3059
TREAT_rep3	-1925	1.0144	0.6766	1.3521
TREAT_rep3	-1900	1.0266	0.6887	1.3645
TREAT_rep3	-1875	1.0248	0.6868	1.3629
TREAT_rep3	-1850	0.9392	0.601	1.2774
TREAT_rep3	-1825	1.0375	0.6992	1.3759
TREAT_rep3	-1800	0.9594	0.6208	1.2979
TREAT_rep3	-1775	0.9432	0.6045	1.2819
TREAT_rep3	-1750	0.8674	0.5285	1.2064
TREAT_rep3	-1725	1.0218	0.6827	1.361
TREAT_rep3	-1700	1.0351	0.6957	1.3746
TREAT_rep3	-1675	1.0744	0.7347	1.4141
TREAT_rep3	-1650	1.1581	0.8181	1.4981
TREAT_rep3	-1625	0.9538	0.6135	1.2941
TREAT_rep3	-1600	0.858	0.5173	1.1987
TREAT_rep3	-1575	1.1741	0.833	1.5152
TREAT_rep3	-1550	0.9705	0.629	1.312
TREAT_rep3	-1525	0.8361	0.4942	1.1781
TREAT_rep3	-1500	1.0939	0.7514	1.4363
TREAT_rep3	-1475	1.0086	0.6656	1.3515
TREAT_rep3	-1450	1.1964	0.8529	1.5399
TREAT_rep3	-1425	0.9253	0.5812	1.2695
TREAT_rep3	-1400	1.0059	0.6612	1.3507
TREAT_rep3	-1375	1.1347	0.7892	1.4801
TREAT_rep3	-1350	1.0411	0.6949	1.3873
TREAT_rep3	-1325	1.1546	0.8076	1.5016
TREAT_rep3	-1300	1.2187	0.8709	1.5665
TREAT_rep3	-1275	1.0301	0.6814	1.3788
TREAT_rep3	-1250	1.2358	0.8861	1.5854
TREAT_rep3	-1225	1.0722	0.7215	1.4229
TREAT_rep3	-1200	0.9483	0.5965	1.3001
TREAT_rep3	-1175	1.005	0.6521	1.358
TREAT_rep3	-1150	1.1171	0.7629	1.4713
TREAT_rep3	-1125	0.9681	0.6126	1.3237
TREAT_rep3	-1100	1.0684	0.7114	1.4253
TREAT_rep3	-1075	1.0695	0.7111	1.428
TREAT_rep3	-1050	1.2355	0.8754	1.5957
TREAT_rep3	-1025	1.2198	0.8579	1.5817
TREAT_rep3	-1000	1.2154	0.8515	1.5792
TREAT_rep3	-975	1.1356	0.7697	1.5016
TREAT_rep3	-950	1.1313	0.7631	1.4996
TREAT_rep3	-925	1.1569	0.7862	1.5276
TREAT_rep3	-900	1.1161	0.7427	1.4896
TREAT_rep3	-875	1.1099	0.7334	1.4863
TREAT_rep3	-850	1.0895	0.7098	1.4692
TREAT_rep3	-825	1.3092	0.9259	1.6925
TREAT_rep3	-800	1.1209	0.7337	1.5081
TREAT_rep3	-775	1.2674	0.8759	1.659
TREAT_rep3	-750	1.1708	0.7745	1.5671
TREAT_rep3	-725	1.4471	1.0456	1.8486
TREAT_rep3	-700	1.3713	0.9641	1.7784
TREAT_rep3	-675	1.2626	0.8493	1.676
TREAT_rep3	-650	1.3254	0.9053	1.7455
TREAT_rep3	-625	1.4427	1.0153	1.8701
TREAT_rep3	-600	1.6609	1.2256	2.0963
TREAT_rep3	-575	1.5539	1.11	1.9978
TREAT_rep3	-550	1.7846	1.3316	2.2377
TREAT_rep3	-525	1.7187	1.2558	2.1816
TREAT_rep3	-500	1.8636	1.3903	2.337
TREAT_rep3	-475	1.8947	1.4105	2.379
TREAT_rep3	-450	1.9055	1.4099	2.4011
TREAT_rep3	-425	1.8985	1.3912	2.4057
TREAT_rep3	-400	1.6769	1.158	2.1959
TREAT_rep3	-375	2.0788	1.5481	2.6096
TREAT_rep3	-350	2.4606	1.918	3.0032
TREAT_rep3	-325	2.3243	1.7698	2.8788
TREAT_rep3	-300	2.2428	1.6764	2.8092
TREAT_rep3	-275	2.5765	1.9984	3.1547
TREAT_rep3	-250	2.5667	1.9771	3.1563
TREAT_rep3	-225	2.3678	1.7675	2.9681
TREAT_rep3	-200	2.4746	1.8646	3.0845
TREAT_rep3	-175	2.3806	1.7624	2.9988
TREAT_rep3	-150	3.0286	2.4037	3.6536
TREAT_rep3	-125	2.7151	2.0848	3.3454
TREAT_rep3	-100	2.6584	2.0239	3.2928
