gene_set	rank	running_es	member	metric
HALLMARK_INTERFERON_ALPHA_RESPONSE	800	0.0	false	-3.0179
HALLMARK_E2F_TARGETS	1	-0.001493	false	3.0009
HALLMARK_E2F_TARGETS	2	0.0149	true	2.9902
HALLMARK_E2F_TARGETS	3	0.013407	false	2.9875
HALLMARK_E2F_TARGETS	4	0.029702	true	2.9726
HALLMARK_E2F_TARGETS	5	0.045829	true	2.9417
HALLMARK_E2F_TARGETS	6	0.061949	true	2.9406
HALLMARK_E2F_TARGETS	7	0.060456	false	2.9399
HALLMARK_E2F_TARGETS	8	0.058964	false	2.9307
HALLMARK_E2F_TARGETS	9	0.074877	true	2.9029
HALLMARK_E2F_TARGETS	10	0.073385	false	2.8991
HALLMARK_E2F_TARGETS	11	0.089167	true	2.8789
HALLMARK_E2F_TARGETS	12	0.10487	true	2.8646
HALLMARK_E2F_TARGETS	13	0.120553	true	2.8608
HALLMARK_E2F_TARGETS	14	0.11906	false	2.8219
HALLMARK_E2F_TARGETS	15	0.134528	true	2.8215
HALLMARK_E2F_TARGETS	16	0.133035	false	2.8144
HALLMARK_E2F_TARGETS	17	0.148395	true	2.8019
HALLMARK_E2F_TARGETS	18	0.163737	true	2.7986
HALLMARK_E2F_TARGETS	19	0.162244	false	2.79
HALLMARK_E2F_TARGETS	20	0.177528	true	2.788
HALLMARK_E2F_TARGETS	21	0.192712	true	2.7698
HALLMARK_E2F_TARGETS	22	0.207789	true	2.7503
HALLMARK_E2F_TARGETS	23	0.206297	false	2.7499
HALLMARK_E2F_TARGETS	24	0.221293	true	2.7357
HALLMARK_E2F_TARGETS	25	0.219801	false	2.733
HALLMARK_E2F_TARGETS	26	0.218308	false	2.7329
HALLMARK_E2F_TARGETS	27	0.233108	true	2.6998
HALLMARK_E2F_TARGETS	28	0.231616	false	2.6978
HALLMARK_E2F_TARGETS	29	0.230123	false	2.6763
HALLMARK_E2F_TARGETS	30	0.24476	true	2.6701
HALLMARK_E2F_TARGETS	31	0.243268	false	2.6542
HALLMARK_E2F_TARGETS	32	0.241775	false	2.6529
HALLMARK_E2F_TARGETS	33	0.256306	true	2.6506
HALLMARK_E2F_TARGETS	34	0.254813	false	2.6248
HALLMARK_E2F_TARGETS	35	0.269059	true	2.5986
HALLMARK_E2F_TARGETS	36	0.267566	false	2.577
HALLMARK_E2F_TARGETS	37	0.28168	true	2.5746
HALLMARK_E2F_TARGETS	38	0.280187	false	2.5726
HALLMARK_E2F_TARGETS	39	0.278695	false	2.5448
HALLMARK_E2F_TARGETS	40	0.277202	false	2.5402
HALLMARK_E2F_TARGETS	41	0.291122	true	2.5391
HALLMARK_E2F_TARGETS	42	0.289629	false	2.5221
HALLMARK_E2F_TARGETS	43	0.30339	true	2.5102
HALLMARK_E2F_TARGETS	44	0.301897	false	2.5038
HALLMARK_E2F_TARGETS	45	0.300405	false	2.4973
HALLMARK_E2F_TARGETS	46	0.298912	false	2.4926
HALLMARK_E2F_TARGETS	47	0.312387	true	2.458
HALLMARK_E2F_TARGETS	48	0.310895	false	2.4563
HALLMARK_E2F_TARGETS	49	0.324348	true	2.4542
HALLMARK_E2F_TARGETS	50	0.322856	false	2.4409
HALLMARK_E2F_TARGETS	51	0.321363	false	2.4116
HALLMARK_E2F_TARGETS	52	0.319871	false	2.4043
HALLMARK_E2F_TARGETS	53	0.318378	false	2.3968
HALLMARK_E2F_TARGETS	54	0.331468	true	2.3878
HALLMARK_E2F_TARGETS	55	0.329975	false	2.3827
HALLMARK_E2F_TARGETS	56	0.328483	false	2.3796
HALLMARK_E2F_TARGETS	57	0.341446	true	2.3647
HALLMARK_E2F_TARGETS	58	0.35437	true	2.3576
HALLMARK_E2F_TARGETS	59	0.367149	true	2.3312
HALLMARK_E2F_TARGETS	60	0.365657	false	2.3196
HALLMARK_E2F_TARGETS	61	0.378363	true	2.3179
HALLMARK_E2F_TARGETS	62	0.376871	false	2.3045
HALLMARK_E2F_TARGETS	63	0.375378	false	2.2908
HALLMARK_E2F_TARGETS	64	0.373886	false	2.2778
HALLMARK_E2F_TARGETS	65	0.386354	true	2.2745
HALLMARK_E2F_TARGETS	66	0.384862	false	2.2685
HALLMARK_E2F_TARGETS	67	0.383369	false	2.2596
HALLMARK_E2F_TARGETS	68	0.381877	false	2.255
HALLMARK_E2F_TARGETS	69	0.380384	false	2.2494
HALLMARK_E2F_TARGETS	70	0.392649	true	2.2373
HALLMARK_E2F_TARGETS	71	0.391156	false	2.2268
HALLMARK_E2F_TARGETS	72	0.403266	true	2.2091
HALLMARK_E2F_TARGETS	73	0.401774	false	2.2021
HALLMARK_E2F_TARGETS	74	0.400281	false	2.1931
HALLMARK_E2F_TARGETS	75	0.412291	true	2.1908
HALLMARK_E2F_TARGETS	76	0.424275	true	2.1862
HALLMARK_E2F_TARGETS	77	0.436098	true	2.1568
HALLMARK_E2F_TARGETS	78	0.447903	true	2.1533
HALLMARK_E2F_TARGETS	79	0.459581	true	2.1303
HALLMARK_E2F_TARGETS	80	0.458088	false	2.121
HALLMARK_E2F_TARGETS	81	0.46963	true	2.1054
HALLMARK_E2F_TARGETS	82	0.481111	true	2.0943
HALLMARK_E2F_TARGETS	83	0.479618	false	2.0755
HALLMARK_E2F_TARGETS	84	0.478126	false	2.073
HALLMARK_E2F_TARGETS	85	0.476633	false	2.0614
HALLMARK_E2F_TARGETS	86	0.475141	false	2.0446
HALLMARK_E2F_TARGETS	87	0.486336	true	2.0422
HALLMARK_E2F_TARGETS	88	0.484843	false	2.0419
HALLMARK_E2F_TARGETS	89	0.48335	false	2.015
HALLMARK_E2F_TARGETS	90	0.481858	false	1.9989
HALLMARK_E2F_TARGETS	91	0.492763	true	1.9893
HALLMARK_E2F_TARGETS	92	0.49127	false	1.9798
HALLMARK_E2F_TARGETS	93	0.489778	false	1.9744
HALLMARK_E2F_TARGETS	94	0.500509	true	1.9575
HALLMARK_E2F_TARGETS	95	0.499016	false	1.9541
HALLMARK_E2F_TARGETS	96	0.497524	false	1.9524
HALLMARK_E2F_TARGETS	97	0.496031	false	1.9295
HALLMARK_E2F_TARGETS	98	0.494539	false	1.9278
HALLMARK_E2F_TARGETS	99	0.493046	false	1.9277
HALLMARK_E2F_TARGETS	100	0.491553	false	1.9264
HALLMARK_E2F_TARGETS	101	0.502099	true	1.9237
HALLMARK_E2F_TARGETS	102	0.512468	true	1.8915
HALLMARK_E2F_TARGETS	103	0.510975	false	1.8907
HALLMARK_E2F_TARGETS	104	0.521284	true	1.8805
HALLMARK_E2F_TARGETS	105	0.519791	false	1.8545
HALLMARK_E2F_TARGETS	106	0.529937	true	1.8508
HALLMARK_E2F_TARGETS	107	0.528444	false	1.8416
HALLMARK_E2F_TARGETS	108	0.526952	false	1.832
HALLMARK_E2F_TARGETS	109	0.536958	true	1.8252
HALLMARK_E2F_TARGETS	110	0.546953	true	1.8234
HALLMARK_E2F_TARGETS	111	0.545461	false	1.7986
HALLMARK_E2F_TARGETS	112	0.543968	false	1.7686
HALLMARK_E2F_TARGETS	113	0.542476	false	1.765
HALLMARK_E2F_TARGETS	114	0.540983	false	1.7591
HALLMARK_E2F_TARGETS	115	0.53949	false	1.7533
HALLMARK_E2F_TARGETS	116	0.549101	true	1.7532
HALLMARK_E2F_TARGETS	117	0.547609	false	1.7419
HALLMARK_E2F_TARGETS	118	0.546116	false	1.7214
HALLMARK_E2F_TARGETS	119	0.544624	false	1.716
HALLMARK_E2F_TARGETS	120	0.543131	false	1.7104
HALLMARK_E2F_TARGETS	121	0.552455	true	1.7008
HALLMARK_E2F_TARGETS	122	0.550962	false	1.6974
HALLMARK_E2F_TARGETS	123	0.560266	true	1.6972
HALLMARK_E2F_TARGETS	124	0.569464	true	1.6778
HALLMARK_E2F_TARGETS	125	0.567971	false	1.6669
HALLMARK_E2F_TARGETS	126	0.566479	false	1.6514
HALLMARK_E2F_TARGETS	127	0.564986	false	1.6439
HALLMARK_E2F_TARGETS	128	0.563493	false	1.6294
HALLMARK_E2F_TARGETS	129	0.562001	false	1.6267
HALLMARK_E2F_TARGETS	130	0.560508	false	1.6237
HALLMARK_E2F_TARGETS	131	0.559016	false	1.6177
HALLMARK_E2F_TARGETS	132	0.56779	true	1.6006
HALLMARK_E2F_TARGETS	133	0.566298	false	1.5837
HALLMARK_E2F_TARGETS	134	0.564805	false	1.5675
HALLMARK_E2F_TARGETS	135	0.563312	false	1.5511
HALLMARK_E2F_TARGETS	136	0.56182	false	1.5463
HALLMARK_E2F_TARGETS	137	0.560327	false	1.5419
HALLMARK_E2F_TARGETS	138	0.558835	false	1.5258
HALLMARK_E2F_TARGETS	139	0.557342	false	1.5249
HALLMARK_E2F_TARGETS	140	0.55585	false	1.5151
HALLMARK_E2F_TARGETS	141	0.5641	true	1.505
HALLMARK_E2F_TARGETS	142	0.572314	true	1.4984
HALLMARK_E2F_TARGETS	143	0.570822	false	1.4949
HALLMARK_E2F_TARGETS	144	0.569329	false	1.4851
HALLMARK_E2F_TARGETS	145	0.567837	false	1.4809
HALLMARK_E2F_TARGETS	146	0.566344	false	1.4712
HALLMARK_E2F_TARGETS	147	0.564852	false	1.4594
HALLMARK_E2F_TARGETS	148	0.572764	true	1.4433
HALLMARK_E2F_TARGETS	149	0.571271	false	1.4225
HALLMARK_E2F_TARGETS	150	0.569779	false	1.4184
HALLMARK_E2F_TARGETS	151	0.568286	false	1.4127
HALLMARK_E2F_TARGETS	152	0.566793	false	1.407
HALLMARK_E2F_TARGETS	153	0.565301	false	1.4011
HALLMARK_E2F_TARGETS	154	0.563808	false	1.3841
HALLMARK_E2F_TARGETS	155	0.562316	false	1.3795
HALLMARK_E2F_TARGETS	156	0.560823	false	1.3639
HALLMARK_E2F_TARGETS	157	0.559331	false	1.3546
HALLMARK_E2F_TARGETS	158	0.557838	false	1.3486
HALLMARK_E2F_TARGETS	159	0.556346	false	1.3411
HALLMARK_E2F_TARGETS	160	0.554853	false	1.3365
HALLMARK_E2F_TARGETS	161	0.553361	false	1.3341
HALLMARK_E2F_TARGETS	162	0.551868	false	1.3302
HALLMARK_E2F_TARGETS	163	0.550376	false	1.3147
HALLMARK_E2F_TARGETS	164	0.548883	false	1.3079
HALLMARK_E2F_TARGETS	165	0.556039	true	1.3054
HALLMARK_E2F_TARGETS	166	0.563167	true	1.3002
HALLMARK_E2F_TARGETS	167	0.570245	true	1.2912
HALLMARK_E2F_TARGETS	168	0.577255	true	1.2787
HALLMARK_E2F_TARGETS	169	0.584134	true	1.2549
HALLMARK_E2F_TARGETS	170	0.591011	true	1.2544
HALLMARK_E2F_TARGETS	171	0.589518	false	1.2504
HALLMARK_E2F_TARGETS	172	0.588026	false	1.2488
HALLMARK_E2F_TARGETS	173	0.59479	true	1.234
HALLMARK_E2F_TARGETS	174	0.593298	false	1.2139
HALLMARK_E2F_TARGETS	175	0.591805	false	1.2024
HALLMARK_E2F_TARGETS	176	0.590313	false	1.1962
HALLMARK_E2F_TARGETS	177	0.58882	false	1.1871
HALLMARK_E2F_TARGETS	178	0.595297	true	1.1815
HALLMARK_E2F_TARGETS	179	0.593805	false	1.1728
HALLMARK_E2F_TARGETS	180	0.60023	true	1.1721
HALLMARK_E2F_TARGETS	181	0.606645	true	1.1702
HALLMARK_E2F_TARGETS	182	0.605152	false	1.1629
HALLMARK_E2F_TARGETS	183	0.60366	false	1.15
HALLMARK_E2F_TARGETS	184	0.602167	false	1.135
HALLMARK_E2F_TARGETS	185	0.608373	true	1.1321
HALLMARK_E2F_TARGETS	186	0.606881	false	1.1148
HALLMARK_E2F_TARGETS	187	0.605388	false	1.0982
HALLMARK_E2F_TARGETS	188	0.603896	false	1.0824
HALLMARK_E2F_TARGETS	189	0.609766	true	1.0709
HALLMARK_E2F_TARGETS	190	0.608274	false	1.0634
HALLMARK_E2F_TARGETS	191	0.614058	true	1.0552
HALLMARK_E2F_TARGETS	192	0.619827	true	1.0523
HALLMARK_E2F_TARGETS	193	0.618334	false	1.0476
HALLMARK_E2F_TARGETS	194	0.616842	false	1.0368
HALLMARK_E2F_TARGETS	195	0.615349	false	1.031
HALLMARK_E2F_TARGETS	196	0.613857	false	1.0302
HALLMARK_E2F_TARGETS	197	0.61947	true	1.0239
HALLMARK_E2F_TARGETS	198	0.617977	false	1.0191
HALLMARK_E2F_TARGETS	199	0.616485	false	1.0052
HALLMARK_E2F_TARGETS	200	0.614992	false	0.9944
HALLMARK_E2F_TARGETS	201	0.6135	false	0.9805
HALLMARK_E2F_TARGETS	202	0.612007	false	0.9802
HALLMARK_E2F_TARGETS	203	0.610515	false	0.9774
HALLMARK_E2F_TARGETS	204	0.609022	false	0.9719
HALLMARK_E2F_TARGETS	205	0.60753	false	0.9712
HALLMARK_E2F_TARGETS	206	0.606037	false	0.9655
HALLMARK_E2F_TARGETS	207	0.604545	false	0.9504
HALLMARK_E2F_TARGETS	208	0.603052	false	0.9313
HALLMARK_E2F_TARGETS	209	0.601559	false	0.9184
HALLMARK_E2F_TARGETS	210	0.600067	false	0.9055
HALLMARK_E2F_TARGETS	211	0.60503	true	0.9053
HALLMARK_E2F_TARGETS	212	0.603537	false	0.9002
HALLMARK_E2F_TARGETS	213	0.608422	true	0.891
HALLMARK_E2F_TARGETS	214	0.613291	true	0.8882
HALLMARK_E2F_TARGETS	215	0.611798	false	0.8851
HALLMARK_E2F_TARGETS	216	0.610306	false	0.8812
HALLMARK_E2F_TARGETS	217	0.615108	true	0.8761
HALLMARK_E2F_TARGETS	218	0.613616	false	0.8662
HALLMARK_E2F_TARGETS	219	0.612123	false	0.8636
HALLMARK_E2F_TARGETS	220	0.61677	true	0.8476
HALLMARK_E2F_TARGETS	221	0.621388	true	0.8424
HALLMARK_E2F_TARGETS	222	0.619896	false	0.8305
HALLMARK_E2F_TARGETS	223	0.618403	false	0.804
HALLMARK_E2F_TARGETS	224	0.616911	false	0.7893
HALLMARK_E2F_TARGETS	225	0.621194	true	0.7814
HALLMARK_E2F_TARGETS	226	0.625437	true	0.7739
HALLMARK_E2F_TARGETS	227	0.623944	false	0.7733
HALLMARK_E2F_TARGETS	228	0.622452	false	0.7619
HALLMARK_E2F_TARGETS	229	0.626627	true	0.7617
HALLMARK_E2F_TARGETS	230	0.630787	true	0.7587
HALLMARK_E2F_TARGETS	231	0.629294	false	0.7541
HALLMARK_E2F_TARGETS	232	0.627802	false	0.7455
HALLMARK_E2F_TARGETS	233	0.626309	false	0.7398
HALLMARK_E2F_TARGETS	234	0.624816	false	0.7346
HALLMARK_E2F_TARGETS	235	0.623324	false	0.7294
HALLMARK_E2F_TARGETS	236	0.621831	false	0.7143
HALLMARK_E2F_TARGETS	237	0.625674	true	0.7009
HALLMARK_E2F_TARGETS	238	0.624181	false	0.6962
HALLMARK_E2F_TARGETS	239	0.622688	false	0.6953
HALLMARK_E2F_TARGETS	240	0.621196	false	0.6882
HALLMARK_E2F_TARGETS	241	0.619703	false	0.6872
HALLMARK_E2F_TARGETS	242	0.623408	true	0.6758
HALLMARK_E2F_TARGETS	243	0.621915	false	0.6723
HALLMARK_E2F_TARGETS	244	0.620423	false	0.6674
HALLMARK_E2F_TARGETS	245	0.624059	true	0.6633
HALLMARK_E2F_TARGETS	246	0.627616	true	0.6488
HALLMARK_E2F_TARGETS	247	0.626123	false	0.6447
HALLMARK_E2F_TARGETS	248	0.62463	false	0.6329
HALLMARK_E2F_TARGETS	249	0.628097	true	0.6324
HALLMARK_E2F_TARGETS	250	0.626605	false	0.6188
HALLMARK_E2F_TARGETS	251	0.625112	false	0.6164
HALLMARK_E2F_TARGETS	252	0.62362	false	0.6053
HALLMARK_E2F_TARGETS	253	0.622127	false	0.6048
HALLMARK_E2F_TARGETS	254	0.620635	false	0.5951
HALLMARK_E2F_TARGETS	255	0.619142	false	0.5932
HALLMARK_E2F_TARGETS	256	0.61765	false	0.59
HALLMARK_E2F_TARGETS	257	0.616157	false	0.5718
HALLMARK_E2F_TARGETS	258	0.614664	false	0.5716
HALLMARK_E2F_TARGETS	259	0.613172	false	0.546
HALLMARK_E2F_TARGETS	260	0.6161	true	0.5341
HALLMARK_E2F_TARGETS	261	0.614607	false	0.5324
HALLMARK_E2F_TARGETS	262	0.613115	false	0.5309
HALLMARK_E2F_TARGETS	263	0.611622	false	0.5133
HALLMARK_E2F_TARGETS	264	0.61013	false	0.508
HALLMARK_E2F_TARGETS	265	0.608637	false	0.5035
HALLMARK_E2F_TARGETS	266	0.607145	false	0.5012
HALLMARK_E2F_TARGETS	267	0.605652	false	0.4932
HALLMARK_E2F_TARGETS	268	0.60416	false	0.4898
HALLMARK_E2F_TARGETS	269	0.602667	false	0.4799
HALLMARK_E2F_TARGETS	270	0.601174	false	0.4732
HALLMARK_E2F_TARGETS	271	0.599682	false	0.4714
HALLMARK_E2F_TARGETS	272	0.598189	false	0.4598
HALLMARK_E2F_TARGETS	273	0.596697	false	0.4575
HALLMARK_E2F_TARGETS	274	0.595204	false	0.4569
HALLMARK_E2F_TARGETS	275	0.593712	false	0.4538
HALLMARK_E2F_TARGETS	276	0.592219	false	0.4527
HALLMARK_E2F_TARGETS	277	0.590727	false	0.4492
HALLMARK_E2F_TARGETS	278	0.589234	false	0.4469
HALLMARK_E2F_TARGETS	279	0.591674	true	0.445
HALLMARK_E2F_TARGETS	280	0.590181	false	0.4412
HALLMARK_E2F_TARGETS	281	0.588688	false	0.44
HALLMARK_E2F_TARGETS	282	0.587196	false	0.43
HALLMARK_E2F_TARGETS	283	0.589437	true	0.4087
HALLMARK_E2F_TARGETS	284	0.587944	false	0.4077
HALLMARK_E2F_TARGETS	285	0.586452	false	0.407
HALLMARK_E2F_TARGETS	286	0.584959	false	0.4068
HALLMARK_E2F_TARGETS	287	0.583467	false	0.4003
HALLMARK_E2F_TARGETS	288	0.581974	false	0.3923
HALLMARK_E2F_TARGETS	289	0.584093	true	0.3865
HALLMARK_E2F_TARGETS	290	0.5826	false	0.3864
HALLMARK_E2F_TARGETS	291	0.581107	false	0.3853
HALLMARK_E2F_TARGETS	292	0.583219	true	0.3852
HALLMARK_E2F_TARGETS	293	0.585207	true	0.3627
HALLMARK_E2F_TARGETS	294	0.583715	false	0.3592
HALLMARK_E2F_TARGETS	295	0.582222	false	0.3475
HALLMARK_E2F_TARGETS	296	0.58073	false	0.3332
HALLMARK_E2F_TARGETS	297	0.582532	true	0.3288
HALLMARK_E2F_TARGETS	298	0.58104	false	0.3261
HALLMARK_E2F_TARGETS	299	0.579547	false	0.3173
HALLMARK_E2F_TARGETS	300	0.578054	false	0.3141
HALLMARK_E2F_TARGETS	301	0.576562	false	0.3127
HALLMARK_E2F_TARGETS	302	0.575069	false	0.3079
HALLMARK_E2F_TARGETS	303	0.573577	false	0.3068
HALLMARK_E2F_TARGETS	304	0.575231	true	0.3017
HALLMARK_E2F_TARGETS	305	0.573738	false	0.2986
HALLMARK_E2F_TARGETS	306	0.572245	false	0.2932
HALLMARK_E2F_TARGETS	307	0.573842	true	0.2913
HALLMARK_E2F_TARGETS	308	0.57235	false	0.2831
HALLMARK_E2F_TARGETS	309	0.570857	false	0.2778
HALLMARK_E2F_TARGETS	310	0.569365	false	0.2734
HALLMARK_E2F_TARGETS	311	0.567872	false	0.2732
HALLMARK_E2F_TARGETS	312	0.566379	false	0.267
HALLMARK_E2F_TARGETS	313	0.564887	false	0.2649
HALLMARK_E2F_TARGETS	314	0.563394	false	0.2378
HALLMARK_E2F_TARGETS	315	0.561902	false	0.2307
HALLMARK_E2F_TARGETS	316	0.560409	false	0.2286
HALLMARK_E2F_TARGETS	317	0.558917	false	0.228
HALLMARK_E2F_TARGETS	318	0.557424	false	0.2235
HALLMARK_E2F_TARGETS	319	0.555932	false	0.2216
HALLMARK_E2F_TARGETS	320	0.554439	false	0.2195
HALLMARK_E2F_TARGETS	321	0.552947	false	0.2192
HALLMARK_E2F_TARGETS	322	0.551454	false	0.217
HALLMARK_E2F_TARGETS	323	0.549962	false	0.2139
HALLMARK_E2F_TARGETS	324	0.548469	false	0.2139
HALLMARK_E2F_TARGETS	325	0.54963	true	0.2119
HALLMARK_E2F_TARGETS	326	0.548138	false	0.2101
HALLMARK_E2F_TARGETS	327	0.546645	false	0.2085
HALLMARK_E2F_TARGETS	328	0.545153	false	0.2044
HALLMARK_E2F_TARGETS	329	0.54366	false	0.2039
HALLMARK_E2F_TARGETS	330	0.542168	false	0.1972
HALLMARK_E2F_TARGETS	331	0.540675	false	0.1916
HALLMARK_E2F_TARGETS	332	0.539183	false	0.1913
HALLMARK_E2F_TARGETS	333	0.53769	false	0.19
HALLMARK_E2F_TARGETS	334	0.536198	false	0.1825
HALLMARK_E2F_TARGETS	335	0.534705	false	0.1809
HALLMARK_E2F_TARGETS	336	0.533213	false	0.1805
HALLMARK_E2F_TARGETS	337	0.53172	false	0.1724
HALLMARK_E2F_TARGETS	338	0.530227	false	0.1684
HALLMARK_E2F_TARGETS	339	0.528735	false	0.1657
HALLMARK_E2F_TARGETS	340	0.527242	false	0.1642
HALLMARK_E2F_TARGETS	341	0.52575	false	0.1638
HALLMARK_E2F_TARGETS	342	0.524257	false	0.1545
HALLMARK_E2F_TARGETS	343	0.522765	false	0.1353
HALLMARK_E2F_TARGETS	344	0.521272	false	0.1347
HALLMARK_E2F_TARGETS	345	0.51978	false	0.1296
HALLMARK_E2F_TARGETS	346	0.518287	false	0.1239
HALLMARK_E2F_TARGETS	347	0.516795	false	0.115
HALLMARK_E2F_TARGETS	348	0.515302	false	0.1108
HALLMARK_E2F_TARGETS	349	0.51381	false	0.1107
HALLMARK_E2F_TARGETS	350	0.512317	false	0.1043
HALLMARK_E2F_TARGETS	351	0.51288	true	0.1027
HALLMARK_E2F_TARGETS	352	0.511388	false	0.1016
HALLMARK_E2F_TARGETS	353	0.509895	false	0.0995
HALLMARK_E2F_TARGETS	354	0.508403	false	0.099
HALLMARK_E2F_TARGETS	355	0.50691	false	0.0986
HALLMARK_E2F_TARGETS	356	0.505417	false	0.0954
HALLMARK_E2F_TARGETS	357	0.503925	false	0.093
HALLMARK_E2F_TARGETS	358	0.502432	false	0.0883
HALLMARK_E2F_TARGETS	359	0.50094	false	0.0881
HALLMARK_E2F_TARGETS	360	0.50142	true	0.0876
HALLMARK_E2F_TARGETS	361	0.499927	false	0.0827
HALLMARK_E2F_TARGETS	362	0.500352	true	0.0775
HALLMARK_E2F_TARGETS	363	0.498859	false	0.0734
HALLMARK_E2F_TARGETS	364	0.497367	false	0.0733
HALLMARK_E2F_TARGETS	365	0.495874	false	0.0701
HALLMARK_E2F_TARGETS	366	0.494382	false	0.0684
HALLMARK_E2F_TARGETS	367	0.492889	false	0.062
HALLMARK_E2F_TARGETS	368	0.491397	false	0.0609
HALLMARK_E2F_TARGETS	369	0.489904	false	0.0569
HALLMARK_E2F_TARGETS	370	0.488412	false	0.0542
HALLMARK_E2F_TARGETS	371	0.486919	false	0.0529
HALLMARK_E2F_TARGETS	372	0.485427	false	0.0524
HALLMARK_E2F_TARGETS	373	0.483934	false	0.0499
HALLMARK_E2F_TARGETS	374	0.482442	false	0.0432
HALLMARK_E2F_TARGETS	375	0.480949	false	0.0411
HALLMARK_E2F_TARGETS	376	0.481172	true	0.0407
HALLMARK_E2F_TARGETS	377	0.47968	false	0.0384
HALLMARK_E2F_TARGETS	378	0.478187	false	0.0343
HALLMARK_E2F_TARGETS	379	0.476695	false	0.0321
HALLMARK_E2F_TARGETS	380	0.476845	true	0.0275
HALLMARK_E2F_TARGETS	381	0.475353	false	0.0233
HALLMARK_E2F_TARGETS	382	0.47386	false	0.0224
HALLMARK_E2F_TARGETS	383	0.472368	false	0.0203
HALLMARK_E2F_TARGETS	384	0.47247	true	0.0187
HALLMARK_E2F_TARGETS	385	0.472553	true	0.0152
HALLMARK_E2F_TARGETS	386	0.471061	false	0.0147
HALLMARK_E2F_TARGETS	387	0.469568	false	0.0126
HALLMARK_E2F_TARGETS	388	0.469634	true	0.0119
HALLMARK_E2F_TARGETS	389	0.468141	false	0.011
HALLMARK_E2F_TARGETS	390	0.466649	false	0.0097
HALLMARK_E2F_TARGETS	391	0.465156	false	0.0096
HALLMARK_E2F_TARGETS	392	0.463663	false	0.0079
HALLMARK_E2F_TARGETS	393	0.462171	false	0.0061
HALLMARK_E2F_TARGETS	394	0.460678	false	0.0057
HALLMARK_E2F_TARGETS	395	0.459186	false	0.0035
HALLMARK_E2F_TARGETS	396	0.457693	false	-0.0032
HALLMARK_E2F_TARGETS	397	0.456201	false	-0.0049
HALLMARK_E2F_TARGETS	398	0.454708	false	-0.0059
HALLMARK_E2F_TARGETS	399	0.453216	false	-0.0077
HALLMARK_E2F_TARGETS	400	0.451723	false	-0.0102
HALLMARK_E2F_TARGETS	401	0.450231	false	-0.0107
HALLMARK_E2F_TARGETS	402	0.448738	false	-0.0119
HALLMARK_E2F_TARGETS	403	0.447246	false	-0.0123
HALLMARK_E2F_TARGETS	404	0.445753	false	-0.0188
HALLMARK_E2F_TARGETS	405	0.445856	true	-0.0188
HALLMARK_E2F_TARGETS	406	0.444363	false	-0.019
HALLMARK_E2F_TARGETS	407	0.444475	true	-0.0203
HALLMARK_E2F_TARGETS	408	0.442982	false	-0.0207
HALLMARK_E2F_TARGETS	409	0.443099	true	-0.0213
HALLMARK_E2F_TARGETS	410	0.441606	false	-0.0218
HALLMARK_E2F_TARGETS	411	0.440114	false	-0.0299
HALLMARK_E2F_TARGETS	412	0.438621	false	-0.0307
HALLMARK_E2F_TARGETS	413	0.437129	false	-0.0338
HALLMARK_E2F_TARGETS	414	0.435636	false	-0.0342
HALLMARK_E2F_TARGETS	415	0.434143	false	-0.0358
HALLMARK_E2F_TARGETS	416	0.432651	false	-0.0359
HALLMARK_E2F_TARGETS	417	0.431158	false	-0.0368
HALLMARK_E2F_TARGETS	418	0.429666	false	-0.0389
HALLMARK_E2F_TARGETS	419	0.428173	false	-0.0403
HALLMARK_E2F_TARGETS	420	0.426681	false	-0.0405
HALLMARK_E2F_TARGETS	421	0.425188	false	-0.042
HALLMARK_E2F_TARGETS	422	0.423696	false	-0.0445
HALLMARK_E2F_TARGETS	423	0.422203	false	-0.0466
HALLMARK_E2F_TARGETS	424	0.420711	false	-0.0504
HALLMARK_E2F_TARGETS	425	0.419218	false	-0.0513
HALLMARK_E2F_TARGETS	426	0.417726	false	-0.0567
HALLMARK_E2F_TARGETS	427	0.416233	false	-0.0571
HALLMARK_E2F_TARGETS	428	0.416554	true	-0.0585
HALLMARK_E2F_TARGETS	429	0.415061	false	-0.0593
HALLMARK_E2F_TARGETS	430	0.413569	false	-0.0637
HALLMARK_E2F_TARGETS	431	0.412076	false	-0.0653
HALLMARK_E2F_TARGETS	432	0.410583	false	-0.0687
HALLMARK_E2F_TARGETS	433	0.409091	false	-0.0723
HALLMARK_E2F_TARGETS	434	0.407598	false	-0.0751
HALLMARK_E2F_TARGETS	435	0.408012	true	-0.0755
HALLMARK_E2F_TARGETS	436	0.40652	false	-0.0781
HALLMARK_E2F_TARGETS	437	0.405027	false	-0.0855
HALLMARK_E2F_TARGETS	438	0.403535	false	-0.0865
HALLMARK_E2F_TARGETS	439	0.402042	false	-0.0888
HALLMARK_E2F_TARGETS	440	0.40253	true	-0.0889
HALLMARK_E2F_TARGETS	441	0.401037	false	-0.0898
HALLMARK_E2F_TARGETS	442	0.399545	false	-0.092
HALLMARK_E2F_TARGETS	443	0.398052	false	-0.093
HALLMARK_E2F_TARGETS	444	0.39656	false	-0.0937
HALLMARK_E2F_TARGETS	445	0.395067	false	-0.0966
HALLMARK_E2F_TARGETS	446	0.393575	false	-0.0981
HALLMARK_E2F_TARGETS	447	0.392082	false	-0.1039
HALLMARK_E2F_TARGETS	448	0.392663	true	-0.1059
HALLMARK_E2F_TARGETS	449	0.39117	false	-0.1069
