region_id	position	value	group
PEAK_0066	100	1.659	enhancer
PEAK_0066	150	1.857	enhancer
PEAK_0066	200	1.397	enhancer
PEAK_0066	250	1.245	enhancer
PEAK_0066	300	0.696	enhancer
PEAK_0066	350	1.24	enhancer
PEAK_0066	400	0.723	enhancer
PEAK_0066	450	0.714	enhancer
PEAK_0066	500	0.377	enhancer
PEAK_0066	550	0.806	enhancer
PEAK_0066	600	0.321	enhancer
PEAK_0066	650	0.584	enhancer
PEAK_0066	700	0.196	enhancer
PEAK_0066	750	0.419	enhancer
PEAK_0066	800	0.567	enhancer
PEAK_0066	850	0.097	enhancer
PEAK_0066	900	0.056	enhancer
PEAK_0066	950	0.383	enhancer
PEAK_0066	1000	0.0	enhancer
PEAK_0067	-1000	0.711	background
PEAK_0067	-950	0.853	background
PEAK_0067	-900	0.069	background
PEAK_0067	-850	0.342	background
PEAK_0067	-800	0.324	background
PEAK_0067	-750	0.393	background
PEAK_0067	-700	0.318	background
PEAK_0067	-650	0.627	background
PEAK_0067	-600	0.532	background
PEAK_0067	-550	0.984	background
PEAK_0067	-500	0.37	background
PEAK_0067	-450	0.744	background
PEAK_0067	-400	0.648	background
PEAK_0067	-350	0.909	background
PEAK_0067	-300	0.2	background
PEAK_0067	-250	1.019	background
PEAK_0067	-200	1.201	background
PEAK_0067	-150	0.466	background
PEAK_0067	-100	0.409	background
PEAK_0067	-50	0.714	background
PEAK_0067	0	0.633	background
PEAK_0067	50	0.895	background
PEAK_0067	100	0.61	background
PEAK_0067	150	0.586	background
PEAK_0067	200	0.941	background
PEAK_0067	250	0.811	background
PEAK_0067	300	1.085	background
PEAK_0067	350	0.765	background
PEAK_0067	400	0.748	background
PEAK_0067	450	0.9	background
PEAK_0067	500	0.693	background
PEAK_0067	550	1.0	background
PEAK_0067	600	1.003	background
PEAK_0067	650	1.089	background
PEAK_0067	700	0.138	background
PEAK_0067	750	0.467	background
PEAK_0067	800	1.44	background
PEAK_0067	850	0.832	background
PEAK_0067	900	0.028	background
PEAK_0067	950	0.58	background
PEAK_0067	1000	0.333	background
PEAK_0068	-1000	1.31	enhancer
PEAK_0068	-950	1.363	enhancer
PEAK_0068	-900	1.491	enhancer
PEAK_0068	-850	1.704	enhancer
PEAK_0068	-800	2.25	enhancer
PEAK_0068	-750	1.932	enhancer
PEAK_0068	-700	2.662	enhancer
PEAK_0068	-650	2.525	enhancer
PEAK_0068	-600	3.504	enhancer
PEAK_0068	-550	3.652	enhancer
PEAK_0068	-500	2.927	enhancer
PEAK_0068	-450	4.067	enhancer
PEAK_0068	-400	4.744	enhancer
PEAK_0068	-350	4.494	enhancer
PEAK_0068	-300	5.393	enhancer
PEAK_0068	-250	6.545	enhancer
PEAK_0068	-200	5.142	enhancer
PEAK_0068	-150	4.189	enhancer
PEAK_0068	-100	5.561	enhancer
PEAK_0068	-50	5.066	enhancer
PEAK_0068	0	5.355	enhancer
PEAK_0068	50	3.837	enhancer
PEAK_0068	100	3.501	enhancer
PEAK_0068	150	5.335	enhancer
PEAK_0068	200	4.607	enhancer
PEAK_0068	250	3.403	enhancer
PEAK_0068	300	2.674	enhancer
PEAK_0068	350	3.555	enhancer
PEAK_0068	400	2.332	enhancer
PEAK_0068	450	2.001	enhancer
PEAK_0068	500	2.238	enhancer
PEAK_0068	550	1.342	enhancer
PEAK_0068	600	1.217	enhancer
PEAK_0068	650	0.615	enhancer
PEAK_0068	700	1.14	enhancer
PEAK_0068	750	1.189	enhancer
PEAK_0068	800	0.94	enhancer
PEAK_0068	850	1.06	enhancer
PEAK_0068	900	0.425	enhancer
PEAK_0068	950	0.684	enhancer
PEAK_0068	1000	0.49	enhancer
PEAK_0069	-1000	2.548	enhancer
PEAK_0069	-950	2.369	enhancer
PEAK_0069	-900	3.15	enhancer
PEAK_0069	-850	3.568	enhancer
PEAK_0069	-800	4.469	enhancer
PEAK_0069	-750	5.185	enhancer
PEAK_0069	-700	5.497	enhancer
PEAK_0069	-650	7.326	enhancer
PEAK_0069	-600	6.639	enhancer
PEAK_0069	-550	7.952	enhancer
PEAK_0069	-500	9.416	enhancer
PEAK_0069	-450	9.949	enhancer
PEAK_0069	-400	10.582	enhancer
PEAK_0069	-350	10.513	enhancer
PEAK_0069	-300	11.621	enhancer
PEAK_0069	-250	11.676	enhancer
PEAK_0069	-200	10.625	enhancer
PEAK_0069	-150	13.088	enhancer
PEAK_0069	-100	12.245	enhancer
PEAK_0069	-50	12.989	enhancer
PEAK_0069	0	12.632	enhancer
PEAK_0069	50	13.557	enhancer
PEAK_0069	100	11.834	enhancer
PEAK_0069	150	11.902	enhancer
PEAK_0069	200	12.015	enhancer
PEAK_0069	250	9.36	enhancer
PEAK_0069	300	10.965	enhancer
PEAK_0069	350	8.937	enhancer
PEAK_0069	400	8.693	enhancer
PEAK_0069	450	7.742	enhancer
PEAK_0069	500	6.64	enhancer
PEAK_0069	550	6.465	enhancer
PEAK_0069	600	5.909	enhancer
PEAK_0069	650	3.78	enhancer
PEAK_0069	700	3.525	enhancer
PEAK_0069	750	2.706	enhancer
PEAK_0069	800	3.016	enhancer
PEAK_0069	850	2.599	enhancer
PEAK_0069	900	2.088	enhancer
PEAK_0069	950	1.176	enhancer
PEAK_0069	1000	1.513	enhancer
PEAK_0070	-1000	0.084	promoter
PEAK_0070	-950	0.457	promoter
PEAK_0070	-900	0.266	promoter
PEAK_0070	-850	0.0	promoter
PEAK_0070	-800	0.071	promoter
PEAK_0070	-750	0.468	promoter
PEAK_0070	-700	0.278	promoter
PEAK_0070	-650	0.056	promoter
PEAK_0070	-600	0.43	promoter
PEAK_0070	-550	0.336	promoter
PEAK_0070	-500	0.0	promoter
PEAK_0070	-450	0.253	promoter
PEAK_0070	-400	0.581	promoter
PEAK_0070	-350	0.672	promoter
PEAK_0070	-300	1.226	promoter
PEAK_0070	-250	1.924	promoter
PEAK_0070	-200	1.779	promoter
PEAK_0070	-150	4.443	promoter
PEAK_0070	-100	7.208	promoter
PEAK_0070	-50	8.17	promoter
PEAK_0070	0	8.419	promoter
PEAK_0070	50	7.868	promoter
PEAK_0070	100	5.574	promoter
PEAK_0070	150	3.85	promoter
PEAK_0070	200	3.064	promoter
PEAK_0070	250	1.751	promoter
PEAK_0070	300	0.811	promoter
PEAK_0070	350	0.709	promoter
PEAK_0070	400	0.581	promoter
PEAK_0070	450	0.284	promoter
PEAK_0070	500	0.06	promoter
PEAK_0070	550	0.293	promoter
PEAK_0070	600	0.254	promoter
PEAK_0070	650	0.169	promoter
PEAK_0070	700	0.465	promoter
PEAK_0070	750	0.102	promoter
PEAK_0070	800	0.285	promoter
PEAK_0070	850	0.794	promoter
PEAK_0070	900	0.291	promoter
PEAK_0070	950	0.238	promoter
PEAK_0070	1000	0.419	promoter
PEAK_0071	-1000	1.353	enhancer
PEAK_0071	-950	0.917	enhancer
PEAK_0071	-900	1.458	enhancer
PEAK_0071	-850	1.727	enhancer
PEAK_0071	-800	1.866	enhancer
PEAK_0071	-750	1.479	enhancer
PEAK_0071	-700	1.699	enhancer
PEAK_0071	-650	1.946	enhancer
PEAK_0071	-600	2.894	enhancer
PEAK_0071	-550	3.622	enhancer
PEAK_0071	-500	2.895	enhancer
PEAK_0071	-450	3.698	enhancer
PEAK_0071	-400	3.777	enhancer
PEAK_0071	-350	4.029	enhancer
PEAK_0071	-300	3.195	enhancer
PEAK_0071	-250	4.236	enhancer
PEAK_0071	-200	3.594	enhancer
PEAK_0071	-150	3.946	enhancer
PEAK_0071	-100	3.686	enhancer
PEAK_0071	-50	3.898	enhancer
PEAK_0071	0	4.553	enhancer
PEAK_0071	50	4.511	enhancer
PEAK_0071	100	3.632	enhancer
PEAK_0071	150	3.353	enhancer
PEAK_0071	200	3.311	enhancer
PEAK_0071	250	3.209	enhancer
PEAK_0071	300	2.881	enhancer
PEAK_0071	350	2.333	enhancer
PEAK_0071	400	2.414	enhancer
PEAK_0071	450	1.507	enhancer
PEAK_0071	500	2.219	enhancer
PEAK_0071	550	0.883	enhancer
PEAK_0071	600	1.899	enhancer
PEAK_0071	650	1.159	enhancer
PEAK_0071	700	1.406	enhancer
PEAK_0071	750	0.758	enhancer
PEAK_0071	800	1.024	enhancer
PEAK_0071	850	0.482	enhancer
PEAK_0071	900	0.622	enhancer
PEAK_0071	950	0.219	enhancer
PEAK_0071	1000	0.147	enhancer
PEAK_0072	-1000	0.105	promoter
PEAK_0072	-950	0.0	promoter
PEAK_0072	-900	0.0	promoter
PEAK_0072	-850	0.291	promoter
PEAK_0072	-800	0.0	promoter
PEAK_0072	-750	0.443	promoter
PEAK_0072	-700	0.184	promoter
PEAK_0072	-650	0.246	promoter
PEAK_0072	-600	0.346	promoter
PEAK_0072	-550	0.673	promoter
PEAK_0072	-500	0.17	promoter
PEAK_0072	-450	0.601	promoter
PEAK_0072	-400	0.729	promoter
PEAK_0072	-350	1.425	promoter
PEAK_0072	-300	2.291	promoter
PEAK_0072	-250	7.082	promoter
PEAK_0072	-200	9.583	promoter
PEAK_0072	-150	12.019	promoter
PEAK_0072	-100	15.616	promoter
PEAK_0072	-50	17.124	promoter
PEAK_0072	0	18.101	promoter
PEAK_0072	50	18.926	promoter
PEAK_0072	100	14.644	promoter
PEAK_0072	150	12.719	promoter
PEAK_0072	200	9.45	promoter
PEAK_0072	250	6.161	promoter
PEAK_0072	300	3.051	promoter
PEAK_0072	350	1.965	promoter
PEAK_0072	400	0.931	promoter
PEAK_0072	450	0.139	promoter
PEAK_0072	500	0.146	promoter
PEAK_0072	550	0.244	promoter
PEAK_0072	600	0.346	promoter
PEAK_0072	650	0.164	promoter
PEAK_0072	700	0.299	promoter
PEAK_0072	750	0.156	promoter
PEAK_0072	800	0.0	promoter
PEAK_0072	850	0.216	promoter
PEAK_0072	900	0.245	promoter
PEAK_0072	950	0.539	promoter
PEAK_0072	1000	0.292	promoter
PEAK_0073	-1000	0.438	enhancer
PEAK_0073	-950	0.482	enhancer
PEAK_0073	-900	0.85	enhancer
PEAK_0073	-850	0.644	enhancer
PEAK_0073	-800	0.776	enhancer
PEAK_0073	-750	0.521	enhancer
PEAK_0073	-700	1.332	enhancer
PEAK_0073	-650	1.355	enhancer
PEAK_0073	-600	1.232	enhancer
PEAK_0073	-550	1.448	enhancer
PEAK_0073	-500	1.626	enhancer
PEAK_0073	-450	1.702	enhancer
PEAK_0073	-400	1.728	enhancer
PEAK_0073	-350	2.209	enhancer
PEAK_0073	-300	2.255	enhancer
PEAK_0073	-250	2.284	enhancer
PEAK_0073	-200	2.816	enhancer
PEAK_0073	-150	2.186	enhancer
PEAK_0073	-100	3.301	enhancer
PEAK_0073	-50	3.384	enhancer
PEAK_0073	0	3.615	enhancer
PEAK_0073	50	3.793	enhancer
PEAK_0073	100	3.286	enhancer
PEAK_0073	150	3.638	enhancer
PEAK_0073	200	3.194	enhancer
PEAK_0073	250	3.505	enhancer
PEAK_0073	300	4.322	enhancer
PEAK_0073	350	3.922	enhancer
PEAK_0073	400	2.901	enhancer
PEAK_0073	450	2.552	enhancer
PEAK_0073	500	3.361	enhancer
PEAK_0073	550	3.159	enhancer
PEAK_0073	600	3.031	enhancer
PEAK_0073	650	2.325	enhancer
PEAK_0073	700	2.045	enhancer
PEAK_0073	750	1.965	enhancer
PEAK_0073	800	1.969	enhancer
PEAK_0073	850	1.231	enhancer
PEAK_0073	900	1.131	enhancer
PEAK_0073	950	1.431	enhancer
PEAK_0073	1000	0.996	enhancer
PEAK_0074	-1000	0.356	background
PEAK_0074	-950	1.268	background
PEAK_0074	-900	0.563	background
PEAK_0074	-850	0.207	background
PEAK_0074	-800	0.641	background
PEAK_0074	-750	0.709	background
PEAK_0074	-700	0.978	background
PEAK_0074	-650	0.269	background
PEAK_0074	-600	0.809	background
PEAK_0074	-550	0.956	background
PEAK_0074	-500	0.748	background
PEAK_0074	-450	0.742	background
PEAK_0074	-400	0.537	background
PEAK_0074	-350	0.449	background
PEAK_0074	-300	0.996	background
PEAK_0074	-250	0.966	background
PEAK_0074	-200	0.606	background
PEAK_0074	-150	0.668	background
PEAK_0074	-100	0.551	background
PEAK_0074	-50	0.999	background
PEAK_0074	0	0.468	background
PEAK_0074	50	0.685	background
PEAK_0074	100	0.604	background
PEAK_0074	150	0.318	background
PEAK_0074	200	0.665	background
PEAK_0074	250	0.911	background
PEAK_0074	300	0.637	background
PEAK_0074	350	0.855	background
PEAK_0074	400	0.555	background
PEAK_0074	450	0.69	background
PEAK_0074	500	0.808	background
PEAK_0074	550	0.717	background
PEAK_0074	600	0.828	background
PEAK_0074	650	0.545	background
PEAK_0074	700	0.451	background
PEAK_0074	750	0.545	background
PEAK_0074	800	0.413	background
PEAK_0074	850	0.583	background
PEAK_0074	900	0.573	background
PEAK_0074	950	0.744	background
PEAK_0074	1000	0.114	background
PEAK_0075	-1000	0.814	enhancer
PEAK_0075	-950	0.979	enhancer
PEAK_0075	-900	0.62	enhancer
PEAK_0075	-850	0.849	enhancer
PEAK_0075	-800	0.998	enhancer
PEAK_0075	-750	1.023	enhancer
PEAK_0075	-700	0.808	enhancer
PEAK_0075	-650	0.975	enhancer
PEAK_0075	-600	1.613	enhancer
PEAK_0075	-550	2.225	enhancer
PEAK_0075	-500	1.532	enhancer
PEAK_0075	-450	1.594	enhancer
PEAK_0075	-400	1.906	enhancer
PEAK_0075	-350	2.125	enhancer
PEAK_0075	-300	2.288	enhancer
PEAK_0075	-250	2.123	enhancer
PEAK_0075	-200	3.029	enhancer
PEAK_0075	-150	2.231	enhancer
PEAK_0075	-100	3.776	enhancer
PEAK_0075	-50	2.866	enhancer
PEAK_0075	0	2.684	enhancer
PEAK_0075	50	2.7	enhancer
PEAK_0075	100	3.153	enhancer
PEAK_0075	150	3.029	enhancer
PEAK_0075	200	2.937	enhancer
PEAK_0075	250	1.434	enhancer
PEAK_0075	300	1.799	enhancer
PEAK_0075	350	1.866	enhancer
PEAK_0075	400	1.954	enhancer
PEAK_0075	450	1.151	enhancer
PEAK_0075	500	1.787	enhancer
PEAK_0075	550	2.334	enhancer
PEAK_0075	600	1.643	enhancer
PEAK_0075	650	0.985	enhancer
PEAK_0075	700	0.989	enhancer
PEAK_0075	750	0.524	enhancer
PEAK_0075	800	0.657	enhancer
PEAK_0075	850	0.813	enhancer
PEAK_0075	900	0.755	enhancer
PEAK_0075	950	0.481	enhancer
PEAK_0075	1000	0.412	enhancer
PEAK_0076	-1000	0.473	enhancer
PEAK_0076	-950	0.158	enhancer
PEAK_0076	-900	0.569	enhancer
PEAK_0076	-850	0.006	enhancer
PEAK_0076	-800	0.0	enhancer
PEAK_0076	-750	0.649	enhancer
PEAK_0076	-700	0.372	enhancer
PEAK_0076	-650	0.684	enhancer
PEAK_0076	-600	0.774	enhancer
PEAK_0076	-550	0.954	enhancer
PEAK_0076	-500	0.736	enhancer
PEAK_0076	-450	2.046	enhancer
PEAK_0076	-400	1.269	enhancer
PEAK_0076	-350	1.819	enhancer
PEAK_0076	-300	2.387	enhancer
PEAK_0076	-250	2.27	enhancer
PEAK_0076	-200	2.572	enhancer
PEAK_0076	-150	2.952	enhancer
PEAK_0076	-100	3.649	enhancer
PEAK_0076	-50	4.176	enhancer
PEAK_0076	0	4.038	enhancer
PEAK_0076	50	4.342	enhancer
PEAK_0076	100	4.368	enhancer
PEAK_0076	150	4.465	enhancer
PEAK_0076	200	4.889	enhancer
PEAK_0076	250	4.392	enhancer
PEAK_0076	300	4.241	enhancer
PEAK_0076	350	3.456	enhancer
PEAK_0076	400	3.408	enhancer
PEAK_0076	450	2.763	enhancer
PEAK_0076	500	2.772	enhancer
PEAK_0076	550	2.127	enhancer
PEAK_0076	600	2.641	enhancer
PEAK_0076	650	2.414	enhancer
PEAK_0076	700	1.496	enhancer
PEAK_0076	750	1.286	enhancer
PEAK_0076	800	1.205	enhancer
PEAK_0076	850	1.21	enhancer
PEAK_0076	900	0.653	enhancer
PEAK_0076	950	0.699	enhancer
PEAK_0076	1000	0.479	enhancer
PEAK_0077	-1000	0.739	background
PEAK_0077	-950	0.785	background
PEAK_0077	-900	0.79	background
PEAK_0077	-850	0.756	background
PEAK_0077	-800	1.016	background
PEAK_0077	-750	0.705	background
PEAK_0077	-700	0.921	background
PEAK_0077	-650	0.91	background
PEAK_0077	-600	0.642	background
PEAK_0077	-550	1.442	background
PEAK_0077	-500	1.335	background
PEAK_0077	-450	1.166	background
PEAK_0077	-400	1.105	background
PEAK_0077	-350	1.462	background
PEAK_0077	-300	0.896	background
PEAK_0077	-250	0.838	background
PEAK_0077	-200	1.309	background
PEAK_0077	-150	1.514	background
PEAK_0077	-100	1.37	background
PEAK_0077	-50	1.38	background
PEAK_0077	0	1.229	background
PEAK_0077	50	1.035	background
PEAK_0077	100	1.374	background
PEAK_0077	150	1.201	background
PEAK_0077	200	1.689	background
PEAK_0077	250	1.273	background
PEAK_0077	300	0.87	background
PEAK_0077	350	0.615	background
PEAK_0077	400	0.887	background
PEAK_0077	450	1.501	background
PEAK_0077	500	1.1	background
PEAK_0077	550	0.856	background
PEAK_0077	600	0.93	background
PEAK_0077	650	0.671	background
PEAK_0077	700	1.449	background
PEAK_0077	750	0.993	background
PEAK_0077	800	1.144	background
PEAK_0077	850	0.659	background
PEAK_0077	900	0.637	background
PEAK_0077	950	0.686	background
PEAK_0077	1000	0.884	background
PEAK_0078	-1000	0.39	background
PEAK_0078	-950	0.5	background
PEAK_0078	-900	0.446	background
PEAK_0078	-850	0.684	background
PEAK_0078	-800	0.334	background
PEAK_0078	-750	0.562	background
PEAK_0078	-700	0.523	background
PEAK_0078	-650	0.494	background
PEAK_0078	-600	0.85	background
PEAK_0078	-550	0.406	background
PEAK_0078	-500	0.788	background
PEAK_0078	-450	0.728	background
PEAK_0078	-400	0.377	background
PEAK_0078	-350	0.291	background
PEAK_0078	-300	0.526	background
PEAK_0078	-250	0.832	background
PEAK_0078	-200	0.283	background
PEAK_0078	-150	0.551	background
PEAK_0078	-100	0.653	background
PEAK_0078	-50	0.978	background
PEAK_0078	0	0.475	background
PEAK_0078	50	0.279	background
PEAK_0078	100	0.487	background
PEAK_0078	150	0.46	background
PEAK_0078	200	0.946	background
PEAK_0078	250	0.455	background
PEAK_0078	300	0.99	background
PEAK_0078	350	0.607	background
PEAK_0078	400	0.665	background
PEAK_0078	450	0.589	background
PEAK_0078	500	0.0	background
PEAK_0078	550	0.718	background
PEAK_0078	600	0.826	background
PEAK_0078	650	1.056	background
PEAK_0078	700	0.745	background
PEAK_0078	750	0.736	background
PEAK_0078	800	0.672	background
PEAK_0078	850	0.598	background
PEAK_0078	900	0.646	background
PEAK_0078	950	0.712	background
PEAK_0078	1000	0.682	background
PEAK_0079	-1000	0.262	background
PEAK_0079	-950	0.957	background
PEAK_0079	-900	1.206	background
PEAK_0079	-850	1.048	background
PEAK_0079	-800	0.754	background
PEAK_0079	-750	0.323	background
PEAK_0079	-700	0.497	background
PEAK_0079	-650	0.144	background
PEAK_0079	-600	0.561	background
PEAK_0079	-550	0.801	background
PEAK_0079	-500	0.102	background
PEAK_0079	-450	0.892	background
PEAK_0079	-400	1.281	background
PEAK_0079	-350	0.783	background
PEAK_0079	-300	0.707	background
PEAK_0079	-250	0.74	background
PEAK_0079	-200	1.148	background
PEAK_0079	-150	1.13	background
PEAK_0079	-100	1.122	background
PEAK_0079	-50	0.906	background
PEAK_0079	0	1.49	background
PEAK_0079	50	0.516	background
PEAK_0079	100	0.56	background
PEAK_0079	150	1.364	background
PEAK_0079	200	0.503	background
PEAK_0079	250	0.435	background
PEAK_0079	300	1.056	background
PEAK_0079	350	1.004	background
PEAK_0079	400	0.707	background
PEAK_0079	450	0.688	background
PEAK_0079	500	0.975	background
PEAK_0079	550	0.691	background
PEAK_0079	600	0.986	background
PEAK_0079	650	0.926	background
PEAK_0079	700	0.584	background
PEAK_0079	750	0.583	background
PEAK_0079	800	0.573	background
PEAK_0079	850	0.687	background
PEAK_0079	900	0.827	background
PEAK_0079	950	0.592	background
PEAK_0079	1000	0.375	background
PEAK_0080	-1000	0.009	promoter
PEAK_0080	-950	0.017	promoter
PEAK_0080	-900	0.423	promoter
PEAK_0080	-850	0.295	promoter
PEAK_0080	-800	0.004	promoter
PEAK_0080	-750	0.0	promoter
PEAK_0080	-700	0.242	promoter
PEAK_0080	-650	0.21	promoter
PEAK_0080	-600	0.608	promoter
PEAK_0080	-550	0.0	promoter
PEAK_0080	-500	0.091	promoter
PEAK_0080	-450	0.629	promoter
PEAK_0080	-400	0.056	promoter
PEAK_0080	-350	0.869	promoter
PEAK_0080	-300	0.999	promoter
PEAK_0080	-250	1.401	promoter
PEAK_0080	-200	3.019	promoter
PEAK_0080	-150	3.266	promoter
PEAK_0080	-100	6.0	promoter
PEAK_0080	-50	7.223	promoter
PEAK_0080	0	8.338	promoter
PEAK_0080	50	7.676	promoter
PEAK_0080	100	6.642	promoter
PEAK_0080	150	5.0	promoter
PEAK_0080	200	2.192	promoter
PEAK_0080	250	1.153	promoter
PEAK_0080	300	1.132	promoter
PEAK_0080	350	0.437	promoter
PEAK_0080	400	0.184	promoter
PEAK_0080	450	0.0	promoter
PEAK_0080	500	0.225	promoter
PEAK_0080	550	0.097	promoter
PEAK_0080	600	0.059	promoter
PEAK_0080	650	0.084	promoter
PEAK_0080	700	0.401	promoter
PEAK_0080	750	0.297	promoter
PEAK_0080	800	0.45	promoter
PEAK_0080	850	0.16	promoter
PEAK_0080	900	0.414	promoter
PEAK_0080	950	0.0	promoter
PEAK_0080	1000	0.42	promoter
PEAK_0081	-1000	0.236	enhancer
PEAK_0081	-950	0.594	enhancer
PEAK_0081	-900	0.32	enhancer
PEAK_0081	-850	1.009	enhancer
PEAK_0081	-800	0.944	enhancer
PEAK_0081	-750	0.639	enhancer
PEAK_0081	-700	0.913	enhancer
PEAK_0081	-650	0.943	enhancer
PEAK_0081	-600	1.677	enhancer
PEAK_0081	-550	1.832	enhancer
PEAK_0081	-500	1.972	enhancer
PEAK_0081	-450	1.908	enhancer
PEAK_0081	-400	2.312	enhancer
PEAK_0081	-350	2.623	enhancer
PEAK_0081	-300	1.712	enhancer
PEAK_0081	-250	2.429	enhancer
PEAK_0081	-200	2.378	enhancer
PEAK_0081	-150	2.73	enhancer
PEAK_0081	-100	4.239	enhancer
PEAK_0081	-50	3.9	enhancer
PEAK_0081	0	3.651	enhancer
PEAK_0081	50	3.874	enhancer
PEAK_0081	100	3.34	enhancer
PEAK_0081	150	2.991	enhancer
PEAK_0081	200	3.545	enhancer
PEAK_0081	250	3.458	enhancer
PEAK_0081	300	3.482	enhancer
PEAK_0081	350	2.894	enhancer
PEAK_0081	400	2.437	enhancer
PEAK_0081	450	2.84	enhancer
PEAK_0081	500	2.564	enhancer
PEAK_0081	550	2.112	enhancer
PEAK_0081	600	1.995	enhancer
PEAK_0081	650	1.497	enhancer
PEAK_0081	700	1.594	enhancer
PEAK_0081	750	1.627	enhancer
PEAK_0081	800	1.08	enhancer
PEAK_0081	850	1.157	enhancer
PEAK_0081	900	0.567	enhancer
PEAK_0081	950	0.619	enhancer
PEAK_0081	1000	0.224	enhancer
PEAK_0082	-1000	0.505	background
PEAK_0082	-950	0.447	background
PEAK_0082	-900	0.344	background
PEAK_0082	-850	0.599	background
PEAK_0082	-800	1.117	background
PEAK_0082	-750	1.29	background
PEAK_0082	-700	0.555	background
PEAK_0082	-650	0.432	background
PEAK_0082	-600	0.825	background
PEAK_0082	-550	0.844	background
PEAK_0082	-500	0.47	background
PEAK_0082	-450	1.259	background
PEAK_0082	-400	0.957	background
PEAK_0082	-350	0.512	background
PEAK_0082	-300	1.209	background
PEAK_0082	-250	0.545	background
PEAK_0082	-200	1.502	background
PEAK_0082	-150	1.064	background
PEAK_0082	-100	0.669	background
PEAK_0082	-50	0.844	background
PEAK_0082	0	1.237	background
PEAK_0082	50	1.393	background
PEAK_0082	100	1.354	background
PEAK_0082	150	0.941	background
PEAK_0082	200	0.749	background
PEAK_0082	250	0.918	background
PEAK_0082	300	0.527	background
PEAK_0082	350	0.722	background
PEAK_0082	400	0.722	background
PEAK_0082	450	0.909	background
PEAK_0082	500	0.609	background
PEAK_0082	550	0.846	background
PEAK_0082	600	0.823	background
PEAK_0082	650	1.045	background
PEAK_0082	700	0.657	background
PEAK_0082	750	1.14	background
PEAK_0082	800	0.668	background
PEAK_0082	850	0.684	background
PEAK_0082	900	0.558	background
PEAK_0082	950	0.586	background
PEAK_0082	1000	0.385	background
PEAK_0083	-1000	0.166	enhancer
PEAK_0083	-950	0.028	enhancer
PEAK_0083	-900	0.398	enhancer
PEAK_0083	-850	0.26	enhancer
PEAK_0083	-800	0.706	enhancer
PEAK_0083	-750	0.889	enhancer
PEAK_0083	-700	0.372	enhancer
PEAK_0083	-650	1.059	enhancer
PEAK_0083	-600	0.571	enhancer
PEAK_0083	-550	1.161	enhancer
PEAK_0083	-500	1.213	enhancer
PEAK_0083	-450	1.508	enhancer
PEAK_0083	-400	1.938	enhancer
PEAK_0083	-350	2.114	enhancer
PEAK_0083	-300	2.48	enhancer
PEAK_0083	-250	1.742	enhancer
PEAK_0083	-200	2.289	enhancer
PEAK_0083	-150	2.672	enhancer
PEAK_0083	-100	3.436	enhancer
PEAK_0083	-50	2.647	enhancer
PEAK_0083	0	2.937	enhancer
PEAK_0083	50	2.846	enhancer
PEAK_0083	100	2.011	enhancer
PEAK_0083	150	2.644	enhancer
PEAK_0083	200	1.874	enhancer
PEAK_0083	250	1.564	enhancer
PEAK_0083	300	1.418	enhancer
PEAK_0083	350	1.235	enhancer
PEAK_0083	400	0.824	enhancer
PEAK_0083	450	1.256	enhancer
PEAK_0083	500	0.657	enhancer
PEAK_0083	550	0.433	enhancer
PEAK_0083	600	0.473	enhancer
PEAK_0083	650	0.342	enhancer
PEAK_0083	700	0.449	enhancer
PEAK_0083	750	0.443	enhancer
PEAK_0083	800	0.667	enhancer
PEAK_0083	850	0.215	enhancer
PEAK_0083	900	0.584	enhancer
PEAK_0083	950	0.154	enhancer
PEAK_0083	1000	0.282	enhancer
PEAK_0084	-1000	1.623	enhancer
PEAK_0084	-950	1.737	enhancer
PEAK_0084	-900	1.508	enhancer
PEAK_0084	-850	2.516	enhancer
PEAK_0084	-800	4.173	enhancer
PEAK_0084	-750	3.283	enhancer
PEAK_0084	-700	3.862	enhancer
PEAK_0084	-650	5.715	enhancer
PEAK_0084	-600	4.754	enhancer
PEAK_0084	-550	6.267	enhancer
PEAK_0084	-500	6.444	enhancer
PEAK_0084	-450	6.738	enhancer
PEAK_0084	-400	9.084	enhancer
PEAK_0084	-350	8.192	enhancer
PEAK_0084	-300	8.173	enhancer
PEAK_0084	-250	9.316	enhancer
PEAK_0084	-200	10.369	enhancer
PEAK_0084	-150	10.139	enhancer
PEAK_0084	-100	10.117	enhancer
PEAK_0084	-50	9.764	enhancer
PEAK_0084	0	9.024	enhancer
PEAK_0084	50	10.216	enhancer
PEAK_0084	100	9.032	enhancer
PEAK_0084	150	8.479	enhancer
PEAK_0084	200	9.495	enhancer
PEAK_0084	250	8.124	enhancer
PEAK_0084	300	7.183	enhancer
PEAK_0084	350	6.195	enhancer
PEAK_0084	400	6.193	enhancer
PEAK_0084	450	4.776	enhancer
PEAK_0084	500	4.332	enhancer
PEAK_0084	550	4.021	enhancer
PEAK_0084	600	2.669	enhancer
PEAK_0084	650	2.258	enhancer
PEAK_0084	700	2.615	enhancer
PEAK_0084	750	1.421	enhancer
PEAK_0084	800	1.544	enhancer
PEAK_0084	850	1.037	enhancer
PEAK_0084	900	1.004	enhancer
PEAK_0084	950	0.995	enhancer
PEAK_0084	1000	0.564	enhancer
PEAK_0085	-1000	0.375	promoter
PEAK_0085	-950	0.125	promoter
PEAK_0085	-900	0.114	promoter
