sample	taxonomy	rel_abundance	Kingdom	Phylum	habitat	name	Riv_vs_Gro	Sed_vs_Soil	sampling_date	lon	lat	city	ctd_temperature_c	ctd_conductivity_us_cm	ctd_do_mg_l	ctd_ph	ctd_turbidity_ntu	ctd_nitrate_mg_l	ctd_doc_mg_l	ctd_depth_m
SRR10070133	Bacteria;Bacteria;Actinomycetota	0.002260693676006901	Bacteria	Actinomycetota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Myxococcota_A	0.0004164435718960081	Bacteria	Myxococcota_A	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Bacteroidota	0.017222916294842048	Bacteria	Bacteroidota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Verrucomicrobiota	0.008641204116842167	Bacteria	Verrucomicrobiota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Methylomirabilota	0.004655244214408947	Bacteria	Methylomirabilota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Fibrobacterota	0.000684157296686299	Bacteria	Fibrobacterota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Patescibacteriota	0.026845737402581952	Bacteria	Patescibacteriota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	;;	0.026221072044737937	Unclassified	Unclassified	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Chloroflexota	0.0034059134987209235	Bacteria	Chloroflexota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Bacillota	0.010054137664346482	Bacteria	Bacillota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Bdellovibrionota	0.010381343327979058	Bacteria	Bdellovibrionota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;	0.03230412279136177	Bacteria	Unclassified	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Desulfobacterota	0.006157415670176691	Bacteria	Desulfobacterota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Elusimicrobiota	0.018992801475400084	Bacteria	Elusimicrobiota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Nitrospirota	0.030147540008328873	Bacteria	Nitrospirota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Archaea;Archaea;Thermoproteota	0.095291213040633	Archaea	Thermoproteota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Omnitrophota	0.07931762746147897	Bacteria	Omnitrophota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Campylobacterota	0.0011898387768457374	Bacteria	Campylobacterota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Eisenbacteria	0.0009816169908977333	Bacteria	Eisenbacteria	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Gemmatimonadota	0.005160925694568386	Bacteria	Gemmatimonadota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Cyanobacteriota	0.0022904396454280444	Bacteria	Cyanobacteriota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;UBA10199	0.00014872984710571717	Bacteria	UBA10199	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Archaea;Archaea;Nanobdellota	0.0034059134987209235	Archaea	Nanobdellota	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Margulisbacteria	0.0009667440061871616	Bacteria	Margulisbacteria	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Archaea;Archaea;	0.0008775060979237313	Archaea	Unclassified	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070133	Bacteria;Bacteria;Nitrospinota_A	0.0007733952049497294	Bacteria	Nitrospinota_A	Groundwater	SRR10070133-Groundwater	Groundwater		2023-01-07	8.893	48.5787	Haslach	10.4	745	1.9	7.1	0.9	21.7	0.9	14.0
SRR10070134	Bacteria;Bacteria;Pseudomonadota	0.5792381256368391	Bacteria	Pseudomonadota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Planctomycetota	0.0026148765606393556	Bacteria	Planctomycetota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Acidobacteriota	0.005180647458168113	Bacteria	Acidobacteriota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Actinomycetota	0.016880071694268143	Bacteria	Actinomycetota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Myxococcota_A	0.004591379500840934	Bacteria	Myxococcota_A	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bacteroidota	0.20977939280847563	Bacteria	Bacteroidota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Verrucomicrobiota	0.01050861190566802	Bacteria	Verrucomicrobiota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Methylomirabilota	0.0005401622942165805	Bacteria	Methylomirabilota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Fibrobacterota	0.0029095105393029453	Bacteria	Fibrobacterota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Patescibacteriota	0.043802251494653624	Bacteria	Patescibacteriota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	;;	0.003130486023300637	Unclassified	Unclassified	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Chloroflexota	0.0025657708975287577	Bacteria	Chloroflexota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bacillota	0.0063100777097118725	Bacteria	Bacillota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bdellovibrionota	0.009342352406791312	Bacteria	Bdellovibrionota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;	0.04936346784192887	Bacteria	Unclassified	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Desulfobacterota	0.0022588605030875184	Bacteria	Desulfobacterota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Elusimicrobiota	0.0006015443731048284	Bacteria	Elusimicrobiota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Myxococcota	0.00222203125575457	Bacteria	Myxococcota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Nitrospirota	0.0014363406459849983	Bacteria	Nitrospirota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Archaea;Archaea;Thermoproteota	0.001166259498876708	Archaea	Thermoproteota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bdellovibrionota_B	0.0010680481726555115	Bacteria	Bdellovibrionota_B	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Omnitrophota	0.00637145978860012	Bacteria	Omnitrophota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Campylobacterota	0.02380397019286249	Bacteria	Campylobacterota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Zixibacteria	0.00006138207888824778	Bacteria	Zixibacteria	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Eisenbacteria	0.0008102434413248708	Bacteria	Eisenbacteria	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Gemmatimonadota	0.0004419509679953841	Bacteria	Gemmatimonadota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Krumholzibacteriota	0.0003682924733294867	Bacteria	Krumholzibacteriota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Cyanobacteriota	0.007820076850362769	Bacteria	Cyanobacteriota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Spirochaetota	0.00009821132622119646	Bacteria	Spirochaetota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Hydrogenedentota	0.00019642265244239292	Bacteria	Hydrogenedentota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Fusobacteriota	0.0028112992130817486	Bacteria	Fusobacteriota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Archaea;Archaea;Nanobdellota	0.0005156094626612815	Archaea	Nanobdellota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Babelota	0.0008225198571025203	Bacteria	Babelota	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Desulfobacterota_D	0.000024552831555299114	Bacteria	Desulfobacterota_D	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bdellovibrionota_C	0.00018414623666474335	Bacteria	Bdellovibrionota_C	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070134	Bacteria;Bacteria;Bdellovibrionota_G	0.00015959340510944426	Bacteria	Bdellovibrionota_G	Riverwater	SRR10070134-Riverwater	Riverwater		2023-01-09	9.015	48.54	Unterjesingen	5.4	466	12.0	8.2	7.2	5.7	3.1	0.8
SRR10070141	Bacteria;Bacteria;Pseudomonadota	0.6295574041618326	Bacteria	Pseudomonadota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Planctomycetota	0.003283058922268026	Bacteria	Planctomycetota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Acidobacteriota	0.01755078867468095	Bacteria	Acidobacteriota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Actinomycetota	0.011898003011527733	Bacteria	Actinomycetota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Myxococcota_A	0.0025918886228431786	Bacteria	Myxococcota_A	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Bacteroidota	0.01565007035126262	Bacteria	Bacteroidota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Verrucomicrobiota	0.012342326775443706	Bacteria	Verrucomicrobiota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Methylomirabilota	0.013897459949149614	Bacteria	Methylomirabilota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Fibrobacterota	0.0005183777245686357	Bacteria	Fibrobacterota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Patescibacteriota	0.0354965318061761	Bacteria	Patescibacteriota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	;;	0.015896916886771494	Unclassified	Unclassified	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Chloroflexota	0.00486287674952482	Bacteria	Chloroflexota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Bacillota	0.001801979709214781	Bacteria	Bacillota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Bdellovibrionota	0.00409765248944731	Bacteria	Bdellovibrionota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;	0.018093851052800473	Bacteria	Unclassified	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Desulfobacterota	0.006368640616128953	Bacteria	Desulfobacterota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Elusimicrobiota	0.011527733208264421	Bacteria	Elusimicrobiota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Nitrospirota	0.025894201574880895	Bacteria	Nitrospirota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Archaea;Archaea;Thermoproteota	0.090987632988571	Archaea	Thermoproteota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Omnitrophota	0.06497000814593568	Bacteria	Omnitrophota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Campylobacterota	0.0014070252524005825	Bacteria	Campylobacterota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Eisenbacteria	0.0009627014884846092	Bacteria	Eisenbacteria	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Gemmatimonadota	0.004122337142998198	Bacteria	Gemmatimonadota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Cyanobacteriota	0.0022956727802325295	Bacteria	Cyanobacteriota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;UBA10199	0.0001727925748562119	Bacteria	UBA10199	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;JAUVQV01	0.00022216188195798672	Bacteria	JAUVQV01	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Archaea;Archaea;Nanobdellota	0.002345042087334304	Archaea	Nanobdellota	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Margulisbacteria	0.0005924316852212979	Bacteria	Margulisbacteria	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Archaea;Archaea;	0.0003949544568141986	Archaea	Unclassified	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070141	Bacteria;Bacteria;Nitrospinota_A	0.0001974772284070993	Bacteria	Nitrospinota_A	Groundwater	SRR10070141-Groundwater	Groundwater		2023-01-11	9.0083	48.5497	Entringen	10.1	705	2.8	7.3	1.5	16.9	1.3	9.8
SRR10070149	Bacteria;Bacteria;Pseudomonadota	0.19514741631864366	Bacteria	Pseudomonadota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Planctomycetota	0.020460637037960482	Bacteria	Planctomycetota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Acidobacteriota	0.1270959296889609	Bacteria	Acidobacteriota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Actinomycetota	0.025088823786074924	Bacteria	Actinomycetota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Myxococcota_A	0.022891603814747866	Bacteria	Myxococcota_A	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Bacteroidota	0.04099918967774107	Bacteria	Bacteroidota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Verrucomicrobiota	0.031244156329863493	Bacteria	Verrucomicrobiota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Methylomirabilota	0.035217852022689025	Bacteria	Methylomirabilota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Fibrobacterota	0.0001558312036402169	Bacteria	Fibrobacterota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Patescibacteriota	0.002571214860063579	Bacteria	Patescibacteriota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	;;	0.037181325188555756	Unclassified	Unclassified	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Chloroflexota	0.08770180140871409	Bacteria	Chloroflexota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Bacillota	0.008461634357663778	Bacteria	Bacillota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Archaea;Archaea;Halobacteriota	0.0011219846662095618	Archaea	Halobacteriota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;	0.057423798541419935	Bacteria	Unclassified	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
SRR10070149	Bacteria;Bacteria;Desulfobacterota	0.15815308857445615	Bacteria	Desulfobacterota	Sediment	SRR10070149-Sediment		Sediment	2023-01-13	8.9911	48.5328	Pfäffingen	7.3	910	0.8	7.0	42.5	1.4	12.8	0.3
