id	contrast	lfc	p_val	q_val	w	se	Kingdom	Phylum	neg_log10_qval	significant
Bacteria;Bacteria;Eisenbacteria	habitatSoil	0.9590063414211578	0.00002416728952141155	0.0008216878437279926	4.222438927108721	0.22712142389181442	Bacteria	Eisenbacteria	3.085293138048775	true
Bacteria;Bacteria;Gemmatimonadota	habitatSoil	1.0424634321704753	1.0333819425325145e-10	3.926851381623555e-9	6.461985220366944	0.16132247237038388	Bacteria	Gemmatimonadota	8.405955535032657	true
Bacteria;Bacteria;Krumholzibacteriota	habitatSoil	2.9113107202693933	3.705411322200467e-42	1.7785974346562243e-40	13.60567311472356	0.21397770589673212	Bacteria	Krumholzibacteriota	39.74992233842058	true
Bacteria;Bacteria;Orphanbacterota	habitatSoil	-0.00479091719048208	0.9701351139806428	1.0	-0.03743882813997255	0.12796653710875452	Bacteria	Orphanbacterota	-0.0	false
Bacteria;Bacteria;Cyanobacteriota	habitatSoil	-0.8734927664921495	0.09606083125419244	1.0	-1.6642582530202141	0.5248540993604675	Bacteria	Cyanobacteriota	-0.0	false
Bacteria;Bacteria;Armatimonadota	habitatSoil	5.2750860719949015	0.0	0.0	38.91495786550289	0.1355542023256597	Bacteria	Armatimonadota	inf	true
Bacteria;Bacteria;Spirochaetota	habitatSoil	-0.0047909171904816	0.9701351139806457	1.0	-0.03743882813996891	0.1279665371087541	Bacteria	Spirochaetota	-0.0	false
Bacteria;Bacteria;Hydrogenedentota	habitatSoil	0.3614131790322223	0.26876640464171075	1.0	1.1059078548167125	0.32680225342293195	Bacteria	Hydrogenedentota	-0.0	false
Bacteria;Bacteria;Zhuqueibacterota	habitatSoil	-0.0047909171904815615	0.9701351139806458	1.0	-0.03743882813996871	0.12796653710875378	Bacteria	Zhuqueibacterota	-0.0	false
Bacteria;Bacteria;JAJVIF01	habitatSoil	-0.004790917190481356	0.9701351139806472	1.0	-0.03743882813996698	0.1279665371087542	Bacteria	JAJVIF01	-0.0	false
Bacteria;Bacteria;UBA10199	habitatSoil	0.11485744696727564	0.7550524623287611	1.0	0.31198429041803205	0.3681513797165125	Bacteria	UBA10199	-0.0	false
Bacteria;Bacteria;JAUVQV01	habitatSoil	-0.7723192815218302	0.23739486856126502	1.0	-1.1815233866199177	0.6536639818288051	Bacteria	JAUVQV01	-0.0	false
Bacteria;Bacteria;Fusobacteriota	habitatSoil	-0.004790917190481584	0.9701351139806458	1.0	-0.037438828139968794	0.1279665371087541	Bacteria	Fusobacteriota	-0.0	false
Bacteria;Bacteria;Bipolaricaulota	habitatSoil	-0.004790917190481537	0.9701351139806461	1.0	-0.03743882813996839	0.12796653710875422	Bacteria	Bipolaricaulota	-0.0	false
Archaea;Archaea;Nanobdellota	habitatSoil	-4.860382814476772	5.796215262084173e-155	3.303842699387979e-153	-26.519366535550045	0.18327673128848215	Archaea	Nanobdellota	152.4809806382324	true
Bacteria;Bacteria;Tectomicrobia	habitatSoil	4.21886558527877	7.937978808072059e-212	4.604027708681794e-210	31.061667096426678	0.1358222523015871	Bacteria	Tectomicrobia	209.33686207129517	true
Bacteria;Bacteria;Margulisbacteria	habitatSoil	-3.3984973469019506	1.4360765720566164e-37	6.605952231460435e-36	-12.810284183727948	0.26529445390593565	Bacteria	Margulisbacteria	35.18006457107575	true
Bacteria;Bacteria;4484-113	habitatSoil	-0.004790917190481416	0.9701351139806468	1.0	-0.03743882813996747	0.12796653710875414	Bacteria	4484-113	-0.0	false
Bacteria;Bacteria;Babelota	habitatSoil	-0.0047909171904815554	0.970135113980646	1.0	-0.037438828139968544	0.1279665371087542	Bacteria	Babelota	-0.0	false
Bacteria;Bacteria;Desulfobacterota_D	habitatSoil	-0.004790917190480806	0.9701351139806504	1.0	-0.03743882813996289	0.1279665371087535	Bacteria	Desulfobacterota_D	-0.0	false
Bacteria;Bacteria;Bdellovibrionota_C	habitatSoil	-0.004790917190481282	0.9701351139806477	1.0	-0.03743882813996643	0.12796653710875414	Bacteria	Bdellovibrionota_C	-0.0	false
Bacteria;Bacteria;Moduliflexota	habitatSoil	-0.004790917190481537	0.9701351139806461	1.0	-0.03743882813996837	0.1279665371087543	Bacteria	Moduliflexota	-0.0	false
Bacteria;Bacteria;Electryoneota	habitatSoil	-0.004790917190481235	0.9701351139806479	1.0	-0.0374388281399661	0.127966537108754	Bacteria	Electryoneota	-0.0	false
Bacteria;Bacteria;Bdellovibrionota_G	habitatSoil	-0.004790917190481725	0.9701351139806449	1.0	-0.037438828139969835	0.1279665371087543	Bacteria	Bdellovibrionota_G	-0.0	false
Bacteria;Bacteria;Sumerlaeota	habitatSoil	3.493188194428762	3.0431064079056464e-62	1.5519842680318797e-60	16.64966307199872	0.20980533836168613	Bacteria	Sumerlaeota	59.809112685359764	true
Bacteria;Bacteria;Oederibacteriota	habitatSoil	-0.004790917190481446	0.9701351139806467	1.0	-0.037438828139967704	0.12796653710875414	Bacteria	Oederibacteriota	-0.0	false
Bacteria;Bacteria;Calditrichota	habitatSoil	-0.004790917190481265	0.9701351139806478	1.0	-0.03743882813996632	0.12796653710875405	Bacteria	Calditrichota	-0.0	false
Archaea;Archaea;	habitatSoil	-3.007124066509867	6.383080618436382e-14	2.6170630535589166e-12	-7.499973357185501	0.40095129986412964	Archaea	Unclassified	11.582185813667792	true
Bacteria;Bacteria;Synergistota	habitatSoil	-0.004790917190481446	0.9701351139806467	1.0	-0.037438828139967725	0.12796653710875408	Bacteria	Synergistota	-0.0	false
Bacteria;Bacteria;Nitrospinota_A	habitatSoil	-2.709266463838367	1.960844346955112e-9	7.255124083733914e-8	-6.001017846864298	0.4514678231217118	Bacteria	Nitrospinota_A	7.139355155463308	true
Bacteria;Bacteria;Vulcanimicrobiota	habitatSoil	-0.004790917190481507	0.9701351139806463	1.0	-0.037438828139968135	0.1279665371087543	Bacteria	Vulcanimicrobiota	-0.0	false
Bacteria;Bacteria;ARS69	habitatSoil	-0.004790917190481854	0.9701351139806441	1.0	-0.037438828139970806	0.12796653710875444	Bacteria	ARS69	-0.0	false
Archaea;Archaea;Methanobacteriota	habitatSoil	2.7111647927841664	1.537859162738685e-71	7.996867646241162e-70	17.885205226901054	0.15158701051449586	Archaea	Methanobacteriota	69.09708009180102	true
Archaea;Archaea;Asgardarchaeota	habitatSoil	-0.004790917190481537	0.9701351139806461	1.0	-0.03743882813996842	0.12796653710875414	Archaea	Asgardarchaeota	-0.0	false
